airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week
Lufthansa,LH1655 / LH1800,Bucharest Henri Coandă International Airport,Romania,2026-06-04T06:15,1,2026-06-04T11:05,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,206,34,4h 55m,OTP,MAD,2026-05-02T01:08:37+0300,morning,morning,thursday,thursday
Turkish Airlines,TK1044 / TK1859,Bucharest Henri Coandă International Airport,Romania,2026-06-04T09:30,1,2026-06-04T16:55,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,208,34,6h 05m,OTP,MAD,2026-05-02T01:08:37+0300,morning,afternoon,thursday,thursday
Aegean,A3961 / A3740,Bucharest Henri Coandă International Airport,Romania,2026-06-04T09:55,1,2026-06-04T17:30,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,226,34,5h 30m,OTP,MAD,2026-05-02T01:08:37+0300,morning,evening,thursday,thursday
Austrian,OS694 / OS527,Bucharest Henri Coandă International Airport,Romania,2026-06-20T13:15,1,2026-06-20T19:10,Milan Linate Airport,Italy,economy,191,50,3h 05m,OTP,LIN,2026-05-02T01:08:42+0300,afternoon,evening,saturday,saturday
Lufthansa,LH1655 / LH1852,Bucharest Henri Coandă International Airport,Romania,2026-06-20T06:15,1,2026-06-20T13:00,Milan Linate Airport,Italy,economy,228,50,3h 15m,OTP,LIN,2026-05-02T01:08:42+0300,morning,afternoon,saturday,saturday
British Airways,BA875 / BA568,Bucharest Henri Coandă International Airport,Romania,2026-06-20T20:00,1,2026-06-21T09:50,Milan Linate Airport,Italy,economy,294,50,5h 20m,OTP,LIN,2026-05-02T01:08:42+0300,evening,morning,saturday,sunday
KLM,KL1372 / KL1615,Bucharest Henri Coandă International Airport,Romania,2026-06-20T07:05,1,2026-06-20T12:00,Milan Linate Airport,Italy,economy,347,50,4h 25m,OTP,LIN,2026-05-02T01:08:42+0300,morning,afternoon,saturday,saturday
LOT,LO646 / LO657,Bucharest Henri Coandă International Airport,Romania,2026-05-23T18:30,1,2026-05-24T17:30,Oradea International Airport,Romania,economy,238,22,3h 10m,OTP,OMR,2026-05-02T01:08:49+0300,evening,evening,saturday,sunday
Lufthansa,LH1653 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-05-23T19:20,1,2026-05-24T13:45,Oradea International Airport,Romania,economy,263,22,3h 35m,OTP,OMR,2026-05-02T01:08:49+0300,evening,afternoon,saturday,sunday
LOT,LO646 / LO657,Bucharest Henri Coandă International Airport,Romania,2026-06-28T18:30,1,2026-06-29T17:30,Oradea International Airport,Romania,economy,447,58,3h 10m,OTP,OMR,2026-05-02T01:08:54+0300,evening,evening,sunday,monday
Air Serbia,JU113 / JU102,Sofia International Airport,Bulgaria,2026-05-06T16:00,1,2026-05-07T15:20,Bucharest Henri Coandă International Airport,Romania,economy,144,5,2h 30m,SOF,OTP,2026-05-02T01:08:57+0300,afternoon,afternoon,wednesday,thursday
Turkish Airlines,TK1030 / TK1043,Sofia International Airport,Bulgaria,2026-05-06T21:05,1,2026-05-07T08:10,Bucharest Henri Coandă International Airport,Romania,economy,213,5,2h 45m,SOF,OTP,2026-05-02T01:08:57+0300,night,morning,wednesday,thursday
Austrian,OS780 / OS693,Sofia International Airport,Bulgaria,2026-05-06T08:00,1,2026-05-06T12:25,Bucharest Henri Coandă International Airport,Romania,economy,334,5,3h 10m,SOF,OTP,2026-05-02T01:08:57+0300,morning,afternoon,wednesday,wednesday
LOT,LO634 / LO639,Sofia International Airport,Bulgaria,2026-05-06T18:45,1,2026-05-06T23:15,Bucharest Henri Coandă International Airport,Romania,economy,390,5,3h 45m,SOF,OTP,2026-05-02T01:08:57+0300,evening,night,wednesday,wednesday
Air Serbia,JU571 / JU102,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-02T12:30,1,2026-06-03T15:20,Bucharest Henri Coandă International Airport,Romania,economy,100,32,4h 20m,MAD,OTP,2026-05-02T01:09:01+0300,afternoon,afternoon,tuesday,wednesday
Lufthansa,LH1115 / LH1422,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-02T17:00,1,2026-06-02T23:50,Bucharest Henri Coandă International Airport,Romania,economy,362,32,4h 55m,MAD,OTP,2026-05-02T01:09:01+0300,evening,night,tuesday,tuesday
Air France,AF1601 / AF1088,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-02T16:40,1,2026-06-02T23:25,Bucharest Henri Coandă International Airport,Romania,economy,408,32,4h 55m,MAD,OTP,2026-05-02T01:09:01+0300,afternoon,night,tuesday,tuesday
Lufthansa,LH1121 / LH1418,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-02T05:55,1,2026-06-02T13:05,Bucharest Henri Coandă International Airport,Romania,economy,427,32,5h 00m,MAD,OTP,2026-05-02T01:09:01+0300,morning,afternoon,tuesday,tuesday
KLM,KL1500 / KL1373,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-02T06:00,1,2026-06-02T13:00,Bucharest Henri Coandă International Airport,Romania,economy,440,32,5h 00m,MAD,OTP,2026-05-02T01:09:01+0300,morning,afternoon,tuesday,tuesday
Lufthansa,LH1417 / LH114 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-06-05T17:35,2,2026-06-07T13:45,Oradea International Airport,Romania,economy,482,35,4h 55m,OTP,OMR,2026-05-02T01:09:01+0300,evening,afternoon,friday,sunday
LOT,LO644 / LO655,Bucharest Henri Coandă International Airport,Romania,2026-06-05T05:35,1,2026-06-05T13:45,Oradea International Airport,Romania,economy,484,35,3h 10m,OTP,OMR,2026-05-02T01:09:01+0300,morning,afternoon,friday,friday
KLM,KL1374 / KL1621,Bucharest Henri Coandă International Airport,Romania,2026-06-23T14:00,1,2026-06-23T22:50,Milan Linate Airport,Italy,economy,177,53,4h 35m,OTP,LIN,2026-05-02T01:09:02+0300,afternoon,night,tuesday,tuesday
KLM,KL1376 / KL1621,Bucharest Henri Coandă International Airport,Romania,2026-06-23T18:10,1,2026-06-23T22:50,Milan Linate Airport,Italy,economy,242,53,4h 30m,OTP,LIN,2026-05-02T01:09:02+0300,evening,night,tuesday,tuesday
KLM,KL1372 / KL1615,Bucharest Henri Coandă International Airport,Romania,2026-06-23T07:05,1,2026-06-23T12:00,Milan Linate Airport,Italy,economy,310,53,4h 30m,OTP,LIN,2026-05-02T01:09:02+0300,morning,afternoon,tuesday,tuesday
Lufthansa,LH1423 / LH270,Bucharest Henri Coandă International Airport,Romania,2026-06-23T06:05,1,2026-06-23T10:00,Milan Linate Airport,Italy,economy,461,53,3h 50m,OTP,LIN,2026-05-02T01:09:02+0300,morning,morning,tuesday,tuesday
TAROM,RO624,Oradea International Airport,Romania,2026-05-07T12:50,0,2026-05-07T14:10,Bucharest Henri Coandă International Airport,Romania,economy,74,6,1h 20m,OMR,OTP,2026-05-02T01:09:05+0300,afternoon,afternoon,thursday,thursday
TAROM,RO628,Oradea International Airport,Romania,2026-05-07T19:35,0,2026-05-07T20:55,Bucharest Henri Coandă International Airport,Romania,economy,74,6,1h 20m,OMR,OTP,2026-05-02T01:09:05+0300,evening,evening,thursday,thursday
Lufthansa,LH2543 / LH1654,Oradea International Airport,Romania,2026-05-26T14:15,1,2026-05-27T01:10,Bucharest Henri Coandă International Airport,Romania,economy,147,25,3h 35m,OMR,OTP,2026-05-02T01:09:10+0300,afternoon,night,tuesday,wednesday
Lufthansa,LH2543 / LH115 / LH1422,Oradea International Airport,Romania,2026-05-26T14:15,2,2026-05-26T23:50,Bucharest Henri Coandă International Airport,Romania,economy,197,25,4h 55m,OMR,OTP,2026-05-02T01:09:10+0300,afternoon,night,tuesday,tuesday
Lufthansa,LH2543 / LH1652,Oradea International Airport,Romania,2026-05-26T14:15,1,2026-05-26T18:35,Bucharest Henri Coandă International Airport,Romania,economy,223,25,3h 35m,OMR,OTP,2026-05-02T01:09:10+0300,afternoon,evening,tuesday,tuesday
Air Serbia,JU107 / JU240,Bucharest Henri Coandă International Airport,Romania,2026-05-23T04:30,1,2026-05-23T09:15,Paris Charles de Gaulle Airport,France,economy,163,22,4h 10m,OTP,CDG,2026-05-02T01:09:11+0300,night,morning,saturday,saturday
LOT,LO640 / LO333,Bucharest Henri Coandă International Airport,Romania,2026-05-23T08:20,1,2026-05-23T22:45,Paris Charles de Gaulle Airport,France,economy,163,22,4h 20m,OTP,CDG,2026-05-02T01:09:11+0300,morning,night,saturday,saturday
LOT,LO646 / LO333,Bucharest Henri Coandă International Airport,Romania,2026-05-23T18:30,1,2026-05-23T22:45,Paris Charles de Gaulle Airport,France,economy,186,22,4h 20m,OTP,CDG,2026-05-02T01:09:11+0300,evening,night,saturday,saturday
Lufthansa,LH1419 / LH1040,Bucharest Henri Coandă International Airport,Romania,2026-05-23T13:55,1,2026-05-23T17:45,Paris Charles de Gaulle Airport,France,economy,464,22,3h 50m,OTP,CDG,2026-05-02T01:09:11+0300,afternoon,evening,saturday,saturday
Austrian,OS706 / OS693,Iași Airport,Romania,2026-05-27T05:20,1,2026-05-27T12:25,Bucharest Henri Coandă International Airport,Romania,economy,152,26,3h 15m,IAS,OTP,2026-05-02T01:09:15+0300,morning,afternoon,wednesday,wednesday
Lufthansa,LH1417 / LH118 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-05-03T17:35,2,2026-05-05T13:40,Oradea International Airport,Romania,economy,435,2,4h 55m,OTP,OMR,2026-05-02T01:09:26+0300,evening,afternoon,sunday,tuesday
Lufthansa,LH1417 / LH112 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-05-03T17:35,2,2026-05-05T13:40,Oradea International Airport,Romania,economy,435,2,4h 55m,OTP,OMR,2026-05-02T01:09:26+0300,evening,afternoon,sunday,tuesday
LOT,LO646 / LO657,Bucharest Henri Coandă International Airport,Romania,2026-05-03T18:30,1,2026-05-04T17:30,Oradea International Airport,Romania,economy,597,2,3h 10m,OTP,OMR,2026-05-02T01:09:26+0300,evening,evening,sunday,monday
Turkish Airlines,TK1040 / TK1015,Bucharest Henri Coandă International Airport,Romania,2026-05-27T15:55,1,2026-05-27T21:10,Timișoara International Airport,Romania,economy,167,26,3h 15m,OTP,TSR,2026-05-02T01:09:27+0300,afternoon,night,wednesday,wednesday
KLM,KL1376 / KL1361,Bucharest Henri Coandă International Airport,Romania,2026-06-19T18:10,1,2026-06-19T22:35,Václav Havel Airport Prague,Czech Republic,economy,139,49,4h 15m,OTP,PRG,2026-05-02T01:09:32+0300,evening,night,friday,friday
Austrian,OS698 / OS649,Bucharest Henri Coandă International Airport,Romania,2026-06-19T18:55,1,2026-06-19T21:50,Václav Havel Airport Prague,Czech Republic,economy,152,49,2h 30m,OTP,PRG,2026-05-02T01:09:32+0300,evening,night,friday,friday
Air Serbia,JU103 / JU174,Bucharest Henri Coandă International Airport,Romania,2026-06-19T16:05,1,2026-06-19T20:05,Václav Havel Airport Prague,Czech Republic,economy,152,49,3h 25m,OTP,PRG,2026-05-02T01:09:32+0300,afternoon,evening,friday,friday
LOT,LO640 / LO527,Bucharest Henri Coandă International Airport,Romania,2026-06-19T08:20,1,2026-06-19T12:05,Václav Havel Airport Prague,Czech Republic,economy,161,49,3h 05m,OTP,PRG,2026-05-02T01:09:32+0300,morning,afternoon,friday,friday
LOT,LO646 / LO529,Bucharest Henri Coandă International Airport,Romania,2026-06-19T18:30,1,2026-06-19T21:40,Václav Havel Airport Prague,Czech Republic,economy,161,49,3h 05m,OTP,PRG,2026-05-02T01:09:32+0300,evening,night,friday,friday
TAROM,RO225,Bucharest Henri Coandă International Airport,Romania,2026-06-19T10:05,0,2026-06-19T12:00,Václav Havel Airport Prague,Czech Republic,economy,211,49,2h 55m,OTP,PRG,2026-05-02T01:09:32+0300,morning,afternoon,friday,friday
Turkish Airlines,TK1016 / TK1043,Timișoara International Airport,Romania,2026-06-28T22:00,1,2026-06-29T08:10,Bucharest Henri Coandă International Airport,Romania,economy,159,58,3h 05m,TSR,OTP,2026-05-02T01:09:33+0300,night,morning,sunday,monday
Air Serbia,JU171 / JU106,Václav Havel Airport Prague,Czech Republic,2026-05-22T09:10,1,2026-05-23T03:05,Bucharest Henri Coandă International Airport,Romania,economy,160,21,3h 25m,PRG,OTP,2026-05-02T01:09:52+0300,morning,night,friday,saturday
Air Serbia,JU175 / JU106,Václav Havel Airport Prague,Czech Republic,2026-05-22T20:35,1,2026-05-23T03:05,Bucharest Henri Coandă International Airport,Romania,economy,196,21,3h 25m,PRG,OTP,2026-05-02T01:09:52+0300,evening,night,friday,saturday
LOT,LO524 / LO643,Václav Havel Airport Prague,Czech Republic,2026-05-22T09:55,1,2026-05-23T01:50,Bucharest Henri Coandă International Airport,Romania,economy,231,21,3h 00m,PRG,OTP,2026-05-02T01:09:52+0300,morning,night,friday,saturday
LOT,LO530 / LO641,Václav Havel Airport Prague,Czech Republic,2026-05-22T07:10,1,2026-05-22T13:50,Bucharest Henri Coandă International Airport,Romania,economy,327,21,3h 00m,PRG,OTP,2026-05-02T01:09:52+0300,morning,afternoon,friday,friday
SWISS,LX1489 / LX1886,Václav Havel Airport Prague,Czech Republic,2026-05-22T19:30,1,2026-05-23T01:10,Bucharest Henri Coandă International Airport,Romania,economy,397,21,3h 40m,PRG,OTP,2026-05-02T01:09:52+0300,evening,night,friday,saturday
LOT,LO522 / LO639,Václav Havel Airport Prague,Czech Republic,2026-05-22T18:05,1,2026-05-22T23:15,Bucharest Henri Coandă International Airport,Romania,economy,462,21,3h 05m,PRG,OTP,2026-05-02T01:09:52+0300,evening,night,friday,friday
Austrian,OS650 / OS693,Václav Havel Airport Prague,Czech Republic,2026-05-22T07:30,1,2026-05-22T12:25,Bucharest Henri Coandă International Airport,Romania,economy,531,21,2h 25m,PRG,OTP,2026-05-02T01:09:52+0300,morning,afternoon,friday,friday
Aegean,A3961 / A3614,Bucharest Henri Coandă International Airport,Romania,2026-06-24T09:55,1,2026-06-24T20:25,Paris Charles de Gaulle Airport,France,economy,149,54,5h 05m,OTP,CDG,2026-05-02T01:09:57+0300,morning,evening,wednesday,wednesday
LOT,LO646 / LO333,Bucharest Henri Coandă International Airport,Romania,2026-06-24T18:30,1,2026-06-24T22:45,Paris Charles de Gaulle Airport,France,economy,151,54,4h 20m,OTP,CDG,2026-05-02T01:09:57+0300,evening,night,wednesday,wednesday
LOT,LO644 / LO331,Bucharest Henri Coandă International Airport,Romania,2026-06-24T05:35,1,2026-06-24T09:50,Paris Charles de Gaulle Airport,France,economy,183,54,4h 15m,OTP,CDG,2026-05-02T01:09:57+0300,morning,morning,wednesday,wednesday
Air France,AF1089,Bucharest Henri Coandă International Airport,Romania,2026-06-24T06:00,0,2026-06-24T08:20,Paris Charles de Gaulle Airport,France,economy,360,54,3h 20m,OTP,CDG,2026-05-02T01:09:57+0300,morning,morning,wednesday,wednesday
Air Serbia,JU175 / JU102,Václav Havel Airport Prague,Czech Republic,2026-06-15T20:35,1,2026-06-16T15:20,Bucharest Henri Coandă International Airport,Romania,economy,94,45,3h 10m,PRG,OTP,2026-05-02T01:10:00+0300,evening,afternoon,monday,tuesday
LOT,LO524 / LO645,Václav Havel Airport Prague,Czech Republic,2026-06-15T09:55,1,2026-06-15T17:45,Bucharest Henri Coandă International Airport,Romania,economy,159,45,3h 05m,PRG,OTP,2026-05-02T01:10:00+0300,morning,evening,monday,monday
Lufthansa,LH1695 / LH1650,Václav Havel Airport Prague,Czech Republic,2026-06-15T06:15,1,2026-06-15T12:00,Bucharest Henri Coandă International Airport,Romania,economy,204,45,2h 55m,PRG,OTP,2026-05-02T01:10:00+0300,morning,afternoon,monday,monday
LOT,LO530 / LO641,Václav Havel Airport Prague,Czech Republic,2026-06-15T07:10,1,2026-06-15T13:50,Bucharest Henri Coandă International Airport,Romania,economy,231,45,3h 00m,PRG,OTP,2026-05-02T01:10:00+0300,morning,afternoon,monday,monday
Lufthansa,LH1691 / LH1652,Václav Havel Airport Prague,Czech Republic,2026-06-15T13:25,1,2026-06-15T18:35,Bucharest Henri Coandă International Airport,Romania,economy,338,45,2h 55m,PRG,OTP,2026-05-02T01:10:00+0300,afternoon,evening,monday,monday
Austrian,OS698 / OS705,Bucharest Henri Coandă International Airport,Romania,2026-05-19T18:55,1,2026-05-20T01:20,Iași Airport,Romania,economy,139,18,3h 10m,OTP,IAS,2026-05-02T01:10:05+0300,evening,night,tuesday,wednesday
Air France,AF1183 / AF1088,Václav Havel Airport Prague,Czech Republic,2026-05-05T15:50,1,2026-05-05T23:25,Bucharest Henri Coandă International Airport,Romania,economy,218,4,4h 40m,PRG,OTP,2026-05-02T01:10:09+0300,afternoon,night,tuesday,tuesday
KLM,KL1350 / KL1373,Václav Havel Airport Prague,Czech Republic,2026-05-05T06:00,1,2026-05-05T13:00,Bucharest Henri Coandă International Airport,Romania,economy,265,4,4h 05m,PRG,OTP,2026-05-02T01:10:09+0300,morning,afternoon,tuesday,tuesday
LOT,LO526 / LO643,Václav Havel Airport Prague,Czech Republic,2026-05-05T19:40,1,2026-05-06T01:50,Bucharest Henri Coandă International Airport,Romania,economy,327,4,3h 00m,PRG,OTP,2026-05-02T01:10:09+0300,evening,night,tuesday,wednesday
Austrian,OS650 / OS693,Václav Havel Airport Prague,Czech Republic,2026-05-05T07:30,1,2026-05-05T12:25,Bucharest Henri Coandă International Airport,Romania,economy,397,4,2h 25m,PRG,OTP,2026-05-02T01:10:09+0300,morning,afternoon,tuesday,tuesday
LOT,LO528 / LO645,Václav Havel Airport Prague,Czech Republic,2026-05-05T12:45,1,2026-05-05T17:45,Bucharest Henri Coandă International Airport,Romania,economy,654,4,3h 10m,PRG,OTP,2026-05-02T01:10:09+0300,afternoon,evening,tuesday,tuesday
Air Serbia,JU103 / JU352,Bucharest Henri Coandă International Airport,Romania,2026-05-28T16:05,1,2026-05-28T19:30,Frankfurt Airport,Germany,economy,155,27,3h 20m,OTP,FRA,2026-05-02T01:10:09+0300,afternoon,evening,thursday,thursday
LOT,LO640 / LO379,Bucharest Henri Coandă International Airport,Romania,2026-05-28T08:20,1,2026-05-28T19:00,Frankfurt Airport,Germany,economy,157,27,3h 50m,OTP,FRA,2026-05-02T01:10:09+0300,morning,evening,thursday,thursday
KLM,KL1376 / KL1825,Bucharest Henri Coandă International Airport,Romania,2026-05-28T18:10,1,2026-05-28T22:00,Frankfurt Airport,Germany,economy,169,27,3h 55m,OTP,FRA,2026-05-02T01:10:09+0300,evening,night,thursday,thursday
LOT,LO642 / LO379,Bucharest Henri Coandă International Airport,Romania,2026-05-28T14:35,1,2026-05-28T19:00,Frankfurt Airport,Germany,economy,189,27,3h 50m,OTP,FRA,2026-05-02T01:10:09+0300,afternoon,evening,thursday,thursday
Austrian,OS700 / OS203,Bucharest Henri Coandă International Airport,Romania,2026-05-28T06:35,1,2026-05-28T09:30,Frankfurt Airport,Germany,economy,218,27,3h 10m,OTP,FRA,2026-05-02T01:10:09+0300,morning,morning,thursday,thursday
Lufthansa,LH1417,Bucharest Henri Coandă International Airport,Romania,2026-05-28T17:35,0,2026-05-28T19:10,Frankfurt Airport,Germany,economy,236,27,2h 35m,OTP,FRA,2026-05-02T01:10:09+0300,evening,evening,thursday,thursday
Lufthansa,LH1423,Bucharest Henri Coandă International Airport,Romania,2026-05-28T06:05,0,2026-05-28T07:40,Frankfurt Airport,Germany,economy,381,27,2h 35m,OTP,FRA,2026-05-02T01:10:09+0300,morning,morning,thursday,thursday
Aegean,A3963 / A3610,Bucharest Henri Coandă International Airport,Romania,2026-05-08T20:35,1,2026-05-09T10:10,Paris Charles de Gaulle Airport,France,economy,194,7,5h 05m,OTP,CDG,2026-05-02T01:10:17+0300,evening,morning,friday,saturday
Air Serbia,JU107 / JU240,Bucharest Henri Coandă International Airport,Romania,2026-05-08T04:30,1,2026-05-08T09:15,Paris Charles de Gaulle Airport,France,economy,197,7,4h 10m,OTP,CDG,2026-05-02T01:10:17+0300,night,morning,friday,friday
Austrian,OS698 / OS369,Bucharest Henri Coandă International Airport,Romania,2026-05-08T18:55,1,2026-05-08T22:25,Paris Charles de Gaulle Airport,France,economy,277,7,3h 40m,OTP,CDG,2026-05-02T01:10:17+0300,evening,night,friday,friday
Lufthansa,LH1419 / LH1040,Bucharest Henri Coandă International Airport,Romania,2026-05-08T13:45,1,2026-05-08T17:55,Paris Charles de Gaulle Airport,France,economy,279,7,3h 50m,OTP,CDG,2026-05-02T01:10:17+0300,afternoon,evening,friday,friday
Lufthansa,LH1417 / LH1050,Bucharest Henri Coandă International Airport,Romania,2026-05-08T17:35,1,2026-05-08T22:35,Paris Charles de Gaulle Airport,France,economy,279,7,3h 50m,OTP,CDG,2026-05-02T01:10:17+0300,evening,night,friday,friday
TAROM,RO618,Maramures International Airport,Romania,2026-05-21T18:35,0,2026-05-21T19:55,Bucharest Henri Coandă International Airport,Romania,economy,48,20,1h 20m,BAY,OTP,2026-05-02T01:10:19+0300,evening,evening,thursday,thursday
Air Serbia,JU103 / JU572,Bucharest Henri Coandă International Airport,Romania,2026-05-27T16:05,1,2026-05-28T18:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,137,26,5h 05m,OTP,MAD,2026-05-02T01:10:25+0300,afternoon,evening,wednesday,thursday
KLM,KL1374 / KL1509,Bucharest Henri Coandă International Airport,Romania,2026-05-27T14:00,1,2026-05-27T23:25,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,139,26,5h 30m,OTP,MAD,2026-05-02T01:10:25+0300,afternoon,night,wednesday,wednesday
KLM,KL1376 / KL1509,Bucharest Henri Coandă International Airport,Romania,2026-05-27T18:10,1,2026-05-27T23:25,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,211,26,5h 25m,OTP,MAD,2026-05-02T01:10:25+0300,evening,night,wednesday,wednesday
Turkish Airlines,TK1044 / TK1859,Bucharest Henri Coandă International Airport,Romania,2026-05-27T09:30,1,2026-05-27T16:55,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,285,26,6h 05m,OTP,MAD,2026-05-02T01:10:25+0300,morning,afternoon,wednesday,wednesday
Norwegian,DY1719 / DY1560,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-06T20:30,1,2026-06-07T11:40,Bucharest Henri Coandă International Airport,Romania,economy,155,36,6h 25m,MAD,OTP,2026-05-02T01:10:37+0300,evening,morning,saturday,sunday
Aegean,A3741 / A3960,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-06T18:20,1,2026-06-07T09:05,Bucharest Henri Coandă International Airport,Romania,economy,219,36,5h 00m,MAD,OTP,2026-05-02T01:10:37+0300,evening,morning,saturday,sunday
TAROM,RO416,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-06T12:30,0,2026-06-06T17:20,Bucharest Henri Coandă International Airport,Romania,economy,310,36,3h 50m,MAD,OTP,2026-05-02T01:10:37+0300,afternoon,evening,saturday,saturday
KLM,KL1500 / KL1373,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-06T06:00,1,2026-06-06T13:00,Bucharest Henri Coandă International Airport,Romania,economy,347,36,5h 00m,MAD,OTP,2026-05-02T01:10:37+0300,morning,afternoon,saturday,saturday
Air Serbia,JU353 / JU106,Frankfurt Airport,Germany,2026-05-15T20:20,1,2026-05-16T03:05,Bucharest Henri Coandă International Airport,Romania,economy,188,14,3h 25m,FRA,OTP,2026-05-02T01:10:44+0300,evening,night,friday,saturday
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-05-15T10:35,1,2026-05-15T17:45,Bucharest Henri Coandă International Airport,Romania,economy,195,14,3h 45m,FRA,OTP,2026-05-02T01:10:44+0300,morning,evening,friday,friday
LOT,LO378 / LO639,Frankfurt Airport,Germany,2026-05-15T17:30,1,2026-05-15T23:15,Bucharest Henri Coandă International Airport,Romania,economy,195,14,3h 40m,FRA,OTP,2026-05-02T01:10:44+0300,evening,night,friday,friday
Lufthansa,LH1422,Frankfurt Airport,Germany,2026-05-15T20:00,0,2026-05-15T23:20,Bucharest Henri Coandă International Airport,Romania,economy,234,14,2h 20m,FRA,OTP,2026-05-02T01:10:44+0300,evening,night,friday,friday
Austrian,OS218 / OS693,Frankfurt Airport,Germany,2026-05-15T06:40,1,2026-05-15T12:25,Bucharest Henri Coandă International Airport,Romania,economy,282,14,3h 00m,FRA,OTP,2026-05-02T01:10:44+0300,morning,afternoon,friday,friday
Austrian,OS210 / OS697,Frankfurt Airport,Germany,2026-05-15T13:40,1,2026-05-15T18:05,Bucharest Henri Coandă International Airport,Romania,economy,282,14,3h 00m,FRA,OTP,2026-05-02T01:10:44+0300,afternoon,evening,friday,friday
Turkish Airlines,TK1348 / TK1043,"Cluj ""Avram Iancu"" International Airport",Romania,2026-05-30T21:05,1,2026-05-31T08:10,Bucharest Henri Coandă International Airport,Romania,economy,186,29,2h 55m,CLJ,OTP,2026-05-02T01:10:46+0300,night,morning,saturday,sunday
Austrian,OS706 / OS693,Iași Airport,Romania,2026-05-20T05:20,1,2026-05-20T12:25,Bucharest Henri Coandă International Airport,Romania,economy,152,19,3h 15m,IAS,OTP,2026-05-02T01:10:52+0300,morning,afternoon,wednesday,wednesday
LOT,LO334 / LO641,Paris Charles de Gaulle Airport,France,2026-05-24T07:05,1,2026-05-24T13:50,Bucharest Henri Coandă International Airport,Romania,economy,164,23,4h 10m,CDG,OTP,2026-05-02T01:10:55+0300,morning,afternoon,sunday,sunday
Air Serbia,JU241 / JU106,Paris Charles de Gaulle Airport,France,2026-05-24T10:00,1,2026-05-25T03:05,Bucharest Henri Coandă International Airport,Romania,economy,170,23,3h 50m,CDG,OTP,2026-05-02T01:10:55+0300,morning,night,sunday,monday
SWISS,LX645 / LX1886,Paris Charles de Gaulle Airport,France,2026-05-24T19:40,1,2026-05-25T01:10,Bucharest Henri Coandă International Airport,Romania,economy,207,23,3h 40m,CDG,OTP,2026-05-02T01:10:55+0300,evening,night,sunday,monday
Austrian,OS370 / OS693,Paris Charles de Gaulle Airport,France,2026-05-24T07:05,1,2026-05-24T12:25,Bucharest Henri Coandă International Airport,Romania,economy,207,23,3h 30m,CDG,OTP,2026-05-02T01:10:55+0300,morning,afternoon,sunday,sunday
Air Serbia,JU241 / JU102,Paris Charles de Gaulle Airport,France,2026-05-24T10:00,1,2026-05-24T15:35,Bucharest Henri Coandă International Airport,Romania,economy,222,23,3h 50m,CDG,OTP,2026-05-02T01:10:55+0300,morning,afternoon,sunday,sunday
TAROM,RO384,Paris Charles de Gaulle Airport,France,2026-05-24T18:45,0,2026-05-24T22:35,Bucharest Henri Coandă International Airport,Romania,economy,295,23,2h 50m,CDG,OTP,2026-05-02T01:10:55+0300,evening,night,sunday,sunday
Air Serbia,JU107 / JU240,Bucharest Henri Coandă International Airport,Romania,2026-06-29T04:30,1,2026-06-29T09:15,Paris Charles de Gaulle Airport,France,economy,122,59,4h 10m,OTP,CDG,2026-05-02T01:11:01+0300,night,morning,monday,monday
Air Serbia,JU103 / JU242,Bucharest Henri Coandă International Airport,Romania,2026-06-29T16:05,1,2026-06-29T19:45,Paris Charles de Gaulle Airport,France,economy,138,59,3h 55m,OTP,CDG,2026-05-02T01:11:01+0300,afternoon,evening,monday,monday
LOT,LO642 / LO335,Bucharest Henri Coandă International Airport,Romania,2026-06-29T14:35,1,2026-06-29T18:50,Paris Charles de Gaulle Airport,France,economy,151,59,4h 15m,OTP,CDG,2026-05-02T01:11:01+0300,afternoon,evening,monday,monday
LOT,LO646 / LO333,Bucharest Henri Coandă International Airport,Romania,2026-06-29T18:30,1,2026-06-29T22:45,Paris Charles de Gaulle Airport,France,economy,151,59,4h 20m,OTP,CDG,2026-05-02T01:11:01+0300,evening,night,monday,monday
