airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week
LOT,LO644 / LO331,Bucharest Henri Coandă International Airport,Romania,2026-06-29T05:35,1,2026-06-29T09:50,Paris Charles de Gaulle Airport,France,economy,161,59,4h 15m,OTP,CDG,2026-05-02T01:11:01+0300,morning,morning,monday,monday
TAROM,RO381,Bucharest Henri Coandă International Airport,Romania,2026-06-29T08:40,0,2026-06-29T11:00,Paris Charles de Gaulle Airport,France,economy,180,59,3h 20m,OTP,CDG,2026-05-02T01:11:01+0300,morning,morning,monday,monday
Air France,AF1089,Bucharest Henri Coandă International Airport,Romania,2026-06-29T06:00,0,2026-06-29T08:20,Paris Charles de Gaulle Airport,France,economy,192,59,3h 20m,OTP,CDG,2026-05-02T01:11:01+0300,morning,morning,monday,monday
Air Serbia,JU171 / JU106,Václav Havel Airport Prague,Czech Republic,2026-06-20T09:10,1,2026-06-21T03:05,Bucharest Henri Coandă International Airport,Romania,economy,118,50,2h 55m,PRG,OTP,2026-05-02T01:11:03+0300,morning,night,saturday,sunday
LOT,LO522 / LO639,Václav Havel Airport Prague,Czech Republic,2026-06-20T18:05,1,2026-06-20T23:15,Bucharest Henri Coandă International Airport,Romania,economy,159,50,3h 05m,PRG,OTP,2026-05-02T01:11:03+0300,evening,night,saturday,saturday
LOT,LO526 / LO643,Václav Havel Airport Prague,Czech Republic,2026-06-20T19:40,1,2026-06-21T01:50,Bucharest Henri Coandă International Airport,Romania,economy,159,50,3h 00m,PRG,OTP,2026-05-02T01:11:03+0300,evening,night,saturday,sunday
SWISS,LX1489 / LX1886,Václav Havel Airport Prague,Czech Republic,2026-06-20T19:30,1,2026-06-21T01:10,Bucharest Henri Coandă International Airport,Romania,economy,171,50,3h 40m,PRG,OTP,2026-05-02T01:11:03+0300,evening,night,saturday,sunday
LOT,LO530 / LO641,Václav Havel Airport Prague,Czech Republic,2026-06-20T07:10,1,2026-06-20T13:50,Bucharest Henri Coandă International Airport,Romania,economy,212,50,3h 00m,PRG,OTP,2026-05-02T01:11:03+0300,morning,afternoon,saturday,saturday
Austrian,OS650 / OS693,Václav Havel Airport Prague,Czech Republic,2026-06-20T07:30,1,2026-06-20T12:25,Bucharest Henri Coandă International Airport,Romania,economy,336,50,2h 25m,PRG,OTP,2026-05-02T01:11:03+0300,morning,afternoon,saturday,saturday
Air Serbia,JU107 / JU572,Bucharest Henri Coandă International Airport,Romania,2026-06-11T04:30,1,2026-06-11T18:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,137,41,5h 05m,OTP,MAD,2026-05-02T01:11:05+0300,night,evening,thursday,thursday
LOT,LO642 / LO431,Bucharest Henri Coandă International Airport,Romania,2026-06-11T14:35,1,2026-06-11T23:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,172,41,5h 45m,OTP,MAD,2026-05-02T01:11:05+0300,afternoon,night,thursday,thursday
Turkish Airlines,TK1044 / TK1859,Bucharest Henri Coandă International Airport,Romania,2026-06-11T09:35,1,2026-06-11T16:55,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,208,41,6h 05m,OTP,MAD,2026-05-02T01:11:05+0300,morning,afternoon,thursday,thursday
Turkish Airlines,TK1040 / TK1359,Bucharest Henri Coandă International Airport,Romania,2026-06-11T15:55,1,2026-06-11T22:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,208,41,6h 10m,OTP,MAD,2026-05-02T01:11:05+0300,afternoon,night,thursday,thursday
KLM,KL1376 / KL1509,Bucharest Henri Coandă International Airport,Romania,2026-06-11T18:10,1,2026-06-11T23:25,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,221,41,5h 25m,OTP,MAD,2026-05-02T01:11:05+0300,evening,night,thursday,thursday
KLM,KL1374 / KL1507,Bucharest Henri Coandă International Airport,Romania,2026-06-11T14:00,1,2026-06-11T19:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,247,41,5h 30m,OTP,MAD,2026-05-02T01:11:05+0300,afternoon,evening,thursday,thursday
Lufthansa,LH1417 / LH114 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-05-22T17:35,2,2026-05-24T13:45,Oradea International Airport,Romania,economy,364,21,4h 55m,OTP,OMR,2026-05-02T01:11:08+0300,evening,afternoon,friday,sunday
Lufthansa,LH1417 / LH112 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-05-22T17:35,2,2026-05-24T13:45,Oradea International Airport,Romania,economy,364,21,4h 55m,OTP,OMR,2026-05-02T01:11:08+0300,evening,afternoon,friday,sunday
Turkish Airlines,TK1046 / TK1013,Bucharest Henri Coandă International Airport,Romania,2026-06-15T21:35,1,2026-06-16T09:25,Timișoara International Airport,Romania,economy,167,45,3h 15m,OTP,TSR,2026-05-02T01:11:17+0300,night,morning,monday,tuesday
Turkish Airlines,TK1348 / TK1043,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-12T21:05,1,2026-06-13T08:10,Bucharest Henri Coandă International Airport,Romania,economy,198,42,2h 55m,CLJ,OTP,2026-05-02T01:11:18+0300,night,morning,friday,saturday
Lufthansa,LH1673 / LH1650,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-12T06:00,1,2026-06-12T12:00,Bucharest Henri Coandă International Airport,Romania,economy,199,42,3h 45m,CLJ,OTP,2026-05-02T01:11:18+0300,morning,afternoon,friday,friday
Turkish Airlines,TK1048 / TK1039,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-12T09:55,1,2026-06-12T14:35,Bucharest Henri Coandă International Airport,Romania,economy,212,42,3h 05m,CLJ,OTP,2026-05-02T01:11:18+0300,morning,afternoon,friday,friday
LOT,LO646 / LO381,Bucharest Henri Coandă International Airport,Romania,2026-05-31T18:30,1,2026-06-01T09:40,Frankfurt Airport,Germany,economy,157,30,3h 50m,OTP,FRA,2026-05-02T01:11:19+0300,evening,morning,sunday,monday
LOT,LO640 / LO377,Bucharest Henri Coandă International Airport,Romania,2026-05-31T08:20,1,2026-05-31T16:30,Frankfurt Airport,Germany,economy,189,30,3h 50m,OTP,FRA,2026-05-02T01:11:19+0300,morning,afternoon,sunday,sunday
Air Serbia,JU103 / JU350,Bucharest Henri Coandă International Airport,Romania,2026-05-31T16:05,1,2026-06-01T09:00,Frankfurt Airport,Germany,economy,192,30,3h 35m,OTP,FRA,2026-05-02T01:11:19+0300,afternoon,morning,sunday,monday
Lufthansa,LH1655 / LH129,Bucharest Henri Coandă International Airport,Romania,2026-05-31T06:15,1,2026-05-31T09:30,Frankfurt Airport,Germany,economy,214,30,3h 10m,OTP,FRA,2026-05-02T01:11:19+0300,morning,morning,sunday,sunday
Turkish Airlines,TK1040 / TK1597,Bucharest Henri Coandă International Airport,Romania,2026-05-31T15:55,1,2026-05-31T21:15,Frankfurt Airport,Germany,economy,233,30,4h 45m,OTP,FRA,2026-05-02T01:11:19+0300,afternoon,night,sunday,sunday
Lufthansa,LH1423,Bucharest Henri Coandă International Airport,Romania,2026-05-31T06:05,0,2026-05-31T07:40,Frankfurt Airport,Germany,economy,400,30,2h 35m,OTP,FRA,2026-05-02T01:11:19+0300,morning,morning,sunday,sunday
Austrian,OS696 / OS215,Bucharest Henri Coandă International Airport,Romania,2026-05-31T15:55,1,2026-05-31T18:40,Frankfurt Airport,Germany,economy,462,30,3h 10m,OTP,FRA,2026-05-02T01:11:19+0300,afternoon,evening,sunday,sunday
Lufthansa,LH1419,Bucharest Henri Coandă International Airport,Romania,2026-05-31T14:05,0,2026-05-31T15:40,Frankfurt Airport,Germany,economy,507,30,2h 35m,OTP,FRA,2026-05-02T01:11:19+0300,afternoon,afternoon,sunday,sunday
Austrian,OS704 / OS513,Iași Airport,Romania,2026-05-31T16:00,1,2026-06-01T10:05,Bologna Guglielmo Marconi Airport,Italy,economy,410,30,2h 50m,IAS,BLQ,2026-05-02T01:11:22+0300,afternoon,morning,sunday,monday
Turkish Airlines,TK1348 / TK1043,"Cluj ""Avram Iancu"" International Airport",Romania,2026-05-21T21:05,1,2026-05-22T08:10,Bucharest Henri Coandă International Airport,Romania,economy,186,20,2h 55m,CLJ,OTP,2026-05-02T01:11:26+0300,night,morning,thursday,friday
Lufthansa,LH1655 / LH1852,Bucharest Henri Coandă International Airport,Romania,2026-06-08T06:15,1,2026-06-08T13:00,Milan Linate Airport,Italy,economy,193,38,3h 15m,OTP,LIN,2026-05-02T01:11:27+0300,morning,afternoon,monday,monday
Lufthansa,LH1417 / LH280,Bucharest Henri Coandă International Airport,Romania,2026-06-08T17:15,1,2026-06-08T22:15,Milan Linate Airport,Italy,economy,199,38,3h 50m,OTP,LIN,2026-05-02T01:11:27+0300,evening,night,monday,monday
KLM,KL1374 / KL1681,Bucharest Henri Coandă International Airport,Romania,2026-06-08T14:00,1,2026-06-08T21:20,Milan Linate Airport,Italy,economy,206,38,4h 35m,OTP,LIN,2026-05-02T01:11:27+0300,afternoon,night,monday,monday
Austrian,OS700 / OS521,Bucharest Henri Coandă International Airport,Romania,2026-06-08T06:35,1,2026-06-08T09:35,Milan Linate Airport,Italy,economy,222,38,3h 05m,OTP,LIN,2026-05-02T01:11:27+0300,morning,morning,monday,monday
Lufthansa,LH1653 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-05-04T19:20,1,2026-05-05T13:40,Oradea International Airport,Romania,economy,306,3,3h 35m,OTP,OMR,2026-05-02T01:11:40+0300,evening,afternoon,monday,tuesday
Air Serbia,JU243 / JU106,Paris Charles de Gaulle Airport,France,2026-06-11T20:35,1,2026-06-12T03:05,Bucharest Henri Coandă International Airport,Romania,economy,134,41,3h 50m,CDG,OTP,2026-05-02T01:11:47+0300,evening,night,thursday,friday
LOT,LO334 / LO641,Paris Charles de Gaulle Airport,France,2026-06-11T07:05,1,2026-06-11T13:50,Bucharest Henri Coandă International Airport,Romania,economy,152,41,4h 10m,CDG,OTP,2026-05-02T01:11:47+0300,morning,afternoon,thursday,thursday
LOT,LO332 / LO645,Paris Charles de Gaulle Airport,France,2026-06-11T10:45,1,2026-06-11T17:45,Bucharest Henri Coandă International Airport,Romania,economy,164,41,4h 20m,CDG,OTP,2026-05-02T01:11:47+0300,morning,evening,thursday,thursday
LOT,LO336 / LO643,Paris Charles de Gaulle Airport,France,2026-06-11T19:45,1,2026-06-12T01:50,Bucharest Henri Coandă International Airport,Romania,economy,164,41,4h 05m,CDG,OTP,2026-05-02T01:11:47+0300,evening,night,thursday,friday
Aegean,A3611 / A3962,Paris Charles de Gaulle Airport,France,2026-06-11T11:05,1,2026-06-11T19:45,Bucharest Henri Coandă International Airport,Romania,economy,170,41,4h 45m,CDG,OTP,2026-05-02T01:11:47+0300,morning,evening,thursday,thursday
SWISS,LX633 / LX1888,Paris Charles de Gaulle Airport,France,2026-06-11T09:45,1,2026-06-11T15:20,Bucharest Henri Coandă International Airport,Romania,economy,198,41,3h 40m,CDG,OTP,2026-05-02T01:11:47+0300,morning,afternoon,thursday,thursday
Austrian,OS370 / OS693,Paris Charles de Gaulle Airport,France,2026-06-11T07:05,1,2026-06-11T12:25,Bucharest Henri Coandă International Airport,Romania,economy,199,41,3h 30m,CDG,OTP,2026-05-02T01:11:47+0300,morning,afternoon,thursday,thursday
Air France,AF1888,Paris Charles de Gaulle Airport,France,2026-06-11T08:50,0,2026-06-11T12:45,Bucharest Henri Coandă International Airport,Romania,economy,225,41,2h 55m,CDG,OTP,2026-05-02T01:11:47+0300,morning,afternoon,thursday,thursday
TAROM,RO382,Paris Charles de Gaulle Airport,France,2026-06-11T12:00,0,2026-06-11T15:50,Bucharest Henri Coandă International Airport,Romania,economy,270,41,2h 50m,CDG,OTP,2026-05-02T01:11:47+0300,afternoon,afternoon,thursday,thursday
Austrian,OS362 / OS695,Paris Charles de Gaulle Airport,France,2026-06-11T09:55,1,2026-06-11T15:10,Bucharest Henri Coandă International Airport,Romania,economy,335,41,3h 30m,CDG,OTP,2026-05-02T01:11:47+0300,morning,afternoon,thursday,thursday
Smartwings,QS1057 / QS1010,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-04T13:55,1,2026-05-05T15:00,Bucharest Henri Coandă International Airport,Romania,economy,289,3,4h 55m,MAD,OTP,2026-05-02T01:11:51+0300,afternoon,afternoon,monday,tuesday
Air France,AF1601 / AF1088,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-04T16:40,1,2026-05-04T23:25,Bucharest Henri Coandă International Airport,Romania,economy,516,3,4h 55m,MAD,OTP,2026-05-02T01:11:51+0300,afternoon,night,monday,monday
Air Serbia,JU573 / JU102,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-04T18:45,1,2026-05-05T15:20,Bucharest Henri Coandă International Airport,Romania,economy,516,3,4h 20m,MAD,OTP,2026-05-02T01:11:51+0300,evening,afternoon,monday,tuesday
KLM,KL1500 / KL1373,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-04T06:00,1,2026-05-04T13:00,Bucharest Henri Coandă International Airport,Romania,economy,634,3,5h 00m,MAD,OTP,2026-05-02T01:11:51+0300,morning,afternoon,monday,monday
Austrian,OS528 / OS691,Milan Linate Airport,Italy,2026-05-10T20:00,1,2026-05-11T09:05,Bucharest Henri Coandă International Airport,Romania,economy,194,9,3h 00m,LIN,OTP,2026-05-02T01:11:57+0300,evening,morning,sunday,monday
Lufthansa,LH275 / LH1422,Milan Linate Airport,Italy,2026-05-10T15:20,1,2026-05-10T23:30,Bucharest Henri Coandă International Airport,Romania,economy,205,9,3h 40m,LIN,OTP,2026-05-02T01:11:57+0300,afternoon,night,sunday,sunday
KLM,KL1612 / KL1375,Milan Linate Airport,Italy,2026-05-10T06:40,1,2026-05-10T17:20,Bucharest Henri Coandă International Airport,Romania,economy,213,9,4h 35m,LIN,OTP,2026-05-02T01:11:57+0300,morning,evening,sunday,sunday
Air France,AF1733 / AF1888,Milan Linate Airport,Italy,2026-05-10T06:25,1,2026-05-10T12:45,Bucharest Henri Coandă International Airport,Romania,economy,215,9,4h 35m,LIN,OTP,2026-05-02T01:11:57+0300,morning,afternoon,sunday,sunday
KLM,KL1612 / KL1373,Milan Linate Airport,Italy,2026-05-10T06:40,1,2026-05-10T13:00,Bucharest Henri Coandă International Airport,Romania,economy,248,9,4h 25m,LIN,OTP,2026-05-02T01:11:57+0300,morning,afternoon,sunday,sunday
Air France,AF1013 / AF1088,Milan Linate Airport,Italy,2026-05-10T14:55,1,2026-05-10T23:25,Bucharest Henri Coandă International Airport,Romania,economy,285,9,4h 20m,LIN,OTP,2026-05-02T01:11:57+0300,afternoon,night,sunday,sunday
KLM,KL1614 / KL1375,Milan Linate Airport,Italy,2026-05-10T11:00,1,2026-05-10T17:20,Bucharest Henri Coandă International Airport,Romania,economy,358,9,4h 35m,LIN,OTP,2026-05-02T01:11:57+0300,morning,evening,sunday,sunday
Austrian,OS522 / OS695,Milan Linate Airport,Italy,2026-05-10T10:25,1,2026-05-10T15:10,Bucharest Henri Coandă International Airport,Romania,economy,748,9,3h 00m,LIN,OTP,2026-05-02T01:11:57+0300,morning,afternoon,sunday,sunday
Austrian,OS780 / OS695,Sofia International Airport,Bulgaria,2026-05-15T08:00,1,2026-05-15T15:10,Bucharest Henri Coandă International Airport,Romania,economy,171,14,3h 10m,SOF,OTP,2026-05-02T01:11:59+0300,morning,afternoon,friday,friday
Austrian,OS772 / OS697,Sofia International Airport,Bulgaria,2026-05-15T12:25,1,2026-05-15T18:05,Bucharest Henri Coandă International Airport,Romania,economy,171,14,3h 10m,SOF,OTP,2026-05-02T01:11:59+0300,afternoon,evening,friday,friday
Aegean,A3983 / A3960,Sofia International Airport,Bulgaria,2026-05-15T21:30,1,2026-05-16T09:05,Bucharest Henri Coandă International Airport,Romania,economy,206,14,2h 45m,SOF,OTP,2026-05-02T01:11:59+0300,night,morning,friday,saturday
Turkish Airlines,TK1028 / TK1039,Sofia International Airport,Bulgaria,2026-05-15T09:35,1,2026-05-15T14:35,Bucharest Henri Coandă International Airport,Romania,economy,248,14,2h 45m,SOF,OTP,2026-05-02T01:11:59+0300,morning,afternoon,friday,friday
LOT,LO636 / LO641,Sofia International Airport,Bulgaria,2026-05-15T05:25,1,2026-05-15T13:50,Bucharest Henri Coandă International Airport,Romania,economy,279,14,3h 50m,SOF,OTP,2026-05-02T01:11:59+0300,morning,afternoon,friday,friday
Lufthansa,LH1703 / LH1652,Sofia International Airport,Bulgaria,2026-05-15T12:55,1,2026-05-15T18:35,Bucharest Henri Coandă International Airport,Romania,economy,460,14,4h 00m,SOF,OTP,2026-05-02T01:11:59+0300,afternoon,evening,friday,friday
Austrian,OS518 / OS703,Bologna Guglielmo Marconi Airport,Italy,2026-06-24T19:10,1,2026-06-25T15:20,Iași Airport,Romania,economy,353,54,2h 45m,BLQ,IAS,2026-05-02T01:12:12+0300,evening,afternoon,wednesday,thursday
Austrian,OS514 / OS705,Bologna Guglielmo Marconi Airport,Italy,2026-06-14T10:45,1,2026-06-15T01:20,Iași Airport,Romania,economy,151,44,2h 45m,BLQ,IAS,2026-05-02T01:12:15+0300,morning,night,sunday,monday
TAROM,RO618,Maramures International Airport,Romania,2026-05-29T17:50,0,2026-05-29T19:10,Bucharest Henri Coandă International Airport,Romania,economy,48,28,1h 20m,BAY,OTP,2026-05-02T01:12:16+0300,evening,evening,friday,friday
Aegean,A3615 / A3960,Paris Charles de Gaulle Airport,France,2026-05-14T21:20,1,2026-05-15T09:05,Bucharest Henri Coandă International Airport,Romania,economy,200,13,4h 35m,CDG,OTP,2026-05-02T01:12:16+0300,night,morning,thursday,friday
Air Serbia,JU243 / JU106,Paris Charles de Gaulle Airport,France,2026-05-14T20:35,1,2026-05-15T03:05,Bucharest Henri Coandă International Airport,Romania,economy,222,13,3h 50m,CDG,OTP,2026-05-02T01:12:16+0300,evening,night,thursday,friday
LOT,LO334 / LO641,Paris Charles de Gaulle Airport,France,2026-05-14T07:05,1,2026-05-14T13:50,Bucharest Henri Coandă International Airport,Romania,economy,317,13,4h 10m,CDG,OTP,2026-05-02T01:12:16+0300,morning,afternoon,thursday,thursday
LOT,LO332 / LO645,Paris Charles de Gaulle Airport,France,2026-05-14T10:45,1,2026-05-14T17:40,Bucharest Henri Coandă International Airport,Romania,economy,352,13,4h 20m,CDG,OTP,2026-05-02T01:12:16+0300,morning,evening,thursday,thursday
Austrian,OS370 / OS693,Paris Charles de Gaulle Airport,France,2026-05-14T07:05,1,2026-05-14T12:25,Bucharest Henri Coandă International Airport,Romania,economy,428,13,3h 30m,CDG,OTP,2026-05-02T01:12:16+0300,morning,afternoon,thursday,thursday
Air Serbia,JU241 / JU102,Paris Charles de Gaulle Airport,France,2026-05-14T10:00,1,2026-05-14T15:20,Bucharest Henri Coandă International Airport,Romania,economy,457,13,3h 35m,CDG,OTP,2026-05-02T01:12:16+0300,morning,afternoon,thursday,thursday
TAROM,RO382,Paris Charles de Gaulle Airport,France,2026-05-14T12:00,0,2026-05-14T15:50,Bucharest Henri Coandă International Airport,Romania,economy,506,13,2h 50m,CDG,OTP,2026-05-02T01:12:16+0300,afternoon,afternoon,thursday,thursday
Air France,AF1888,Paris Charles de Gaulle Airport,France,2026-05-14T08:50,0,2026-05-14T12:45,Bucharest Henri Coandă International Airport,Romania,economy,610,13,2h 55m,CDG,OTP,2026-05-02T01:12:16+0300,morning,afternoon,thursday,thursday
Lufthansa,LH2543 / LH1654,Oradea International Airport,Romania,2026-06-30T14:15,1,2026-07-01T01:10,Bucharest Henri Coandă International Airport,Romania,economy,128,60,3h 35m,OMR,OTP,2026-05-02T01:12:27+0300,afternoon,night,tuesday,wednesday
Norwegian,DY1719 / DY1560,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-02T20:30,1,2026-05-03T11:40,Bucharest Henri Coandă International Airport,Romania,economy,241,1,6h 25m,MAD,OTP,2026-05-02T01:12:42+0300,evening,morning,saturday,sunday
Lufthansa,LH1805 / LH1654,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-02T18:25,1,2026-05-03T01:10,Bucharest Henri Coandă International Airport,Romania,economy,347,1,4h 35m,MAD,OTP,2026-05-02T01:12:42+0300,evening,night,saturday,sunday
KLM,KL1374 / KL1609,Bucharest Henri Coandă International Airport,Romania,2026-06-08T14:00,1,2026-06-08T22:45,Leonardo da Vinci International Airport,Italy,economy,137,38,5h 05m,OTP,FCO,2026-05-02T01:12:45+0300,afternoon,night,monday,monday
Smartwings,QS1011 / QS1008,Bucharest Henri Coandă International Airport,Romania,2026-06-08T15:45,1,2026-06-09T13:15,Leonardo da Vinci International Airport,Italy,economy,200,38,3h 55m,OTP,FCO,2026-05-02T01:12:45+0300,afternoon,afternoon,monday,tuesday
Austrian,OS696 / OS557,Bucharest Henri Coandă International Airport,Romania,2026-06-08T15:55,1,2026-06-08T20:40,Leonardo da Vinci International Airport,Italy,economy,213,38,3h 15m,OTP,FCO,2026-05-02T01:12:45+0300,afternoon,evening,monday,monday
Lufthansa,LH1655 / LH1866,Bucharest Henri Coandă International Airport,Romania,2026-06-08T06:15,1,2026-06-08T10:00,Leonardo da Vinci International Airport,Italy,economy,245,38,3h 45m,OTP,FCO,2026-05-02T01:12:45+0300,morning,morning,monday,monday
Turkish Airlines,TK1044 / TK1865,Bucharest Henri Coandă International Airport,Romania,2026-06-08T09:30,1,2026-06-08T14:10,Leonardo da Vinci International Airport,Italy,economy,313,38,4h 15m,OTP,FCO,2026-05-02T01:12:45+0300,morning,afternoon,monday,monday
