airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week,duration_minutes,route,country_pair,is_nonstop
KLM,KL1374 / KL1619,Bucharest Henri Coandă International Airport,Romania,2026-05-17 14:00:00,1,2026-05-17 19:00:00,Milan Linate Airport,Italy,economy,514,16,4h 30m,OTP,LIN,2026-05-02 01:02:54+03:00,afternoon,evening,sunday,sunday,270,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1419 / LH278,Bucharest Henri Coandă International Airport,Romania,2026-05-17 14:05:00,1,2026-05-17 18:25:00,Milan Linate Airport,Italy,economy,613,16,3h 50m,OTP,LIN,2026-05-02 01:02:54+03:00,afternoon,evening,sunday,sunday,230,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1417 / LH280,Bucharest Henri Coandă International Airport,Romania,2026-05-17 17:35:00,1,2026-05-17 22:15:00,Milan Linate Airport,Italy,economy,613,16,3h 50m,OTP,LIN,2026-05-02 01:02:54+03:00,evening,night,sunday,sunday,230,OTP -> LIN,Romania -> Italy,False
KLM,KL1372 / KL1615,Bucharest Henri Coandă International Airport,Romania,2026-05-17 07:05:00,1,2026-05-17 12:00:00,Milan Linate Airport,Italy,economy,621,16,4h 30m,OTP,LIN,2026-05-02 01:02:54+03:00,morning,afternoon,sunday,sunday,270,OTP -> LIN,Romania -> Italy,False
Air France,AF1089 / AF1412,Bucharest Henri Coandă International Airport,Romania,2026-05-17 06:00:00,1,2026-05-17 11:20:00,Milan Linate Airport,Italy,economy,682,16,4h 50m,OTP,LIN,2026-05-02 01:02:54+03:00,morning,morning,sunday,sunday,290,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1651 / LH1854,Bucharest Henri Coandă International Airport,Romania,2026-05-17 12:45:00,1,2026-05-17 17:45:00,Milan Linate Airport,Italy,economy,720,16,3h 15m,OTP,LIN,2026-05-02 01:02:54+03:00,afternoon,evening,sunday,sunday,195,OTP -> LIN,Romania -> Italy,False
Austrian,OS694 / OS527,Bucharest Henri Coandă International Airport,Romania,2026-05-17 13:15:00,1,2026-05-17 19:10:00,Milan Linate Airport,Italy,economy,855,16,3h 05m,OTP,LIN,2026-05-02 01:02:54+03:00,afternoon,evening,sunday,sunday,185,OTP -> LIN,Romania -> Italy,False
Austrian,OS698 / OS529,Bucharest Henri Coandă International Airport,Romania,2026-05-17 18:55:00,1,2026-05-17 21:55:00,Milan Linate Airport,Italy,economy,855,16,3h 00m,OTP,LIN,2026-05-02 01:02:54+03:00,evening,night,sunday,sunday,180,OTP -> LIN,Romania -> Italy,False
Austrian,OS696 / OS527,Bucharest Henri Coandă International Airport,Romania,2026-05-17 15:55:00,1,2026-05-17 19:10:00,Milan Linate Airport,Italy,economy,1021,16,3h 05m,OTP,LIN,2026-05-02 01:02:54+03:00,afternoon,evening,sunday,sunday,185,OTP -> LIN,Romania -> Italy,False
TAROM,RO628,Oradea International Airport,Romania,2026-05-23 19:35:00,0,2026-05-23 20:55:00,Bucharest Henri Coandă International Airport,Romania,economy,109,22,1h 20m,OMR,OTP,2026-05-02 01:03:04+03:00,evening,evening,saturday,saturday,80,OMR -> OTP,Romania -> Romania,True
Austrian,OS514 / OS705,Bologna Guglielmo Marconi Airport,Italy,2026-06-21 10:45:00,1,2026-06-22 01:20:00,Iași Airport,Romania,economy,151,51,2h 45m,BLQ,IAS,2026-05-02 01:03:11+03:00,morning,night,sunday,monday,165,BLQ -> IAS,Italy -> Romania,False
Austrian,OS558 / OS705,Leonardo da Vinci International Airport,Italy,2026-06-03 21:30:00,1,2026-06-05 01:20:00,Iași Airport,Romania,economy,226,33,3h 05m,FCO,IAS,2026-05-02 01:03:17+03:00,night,night,wednesday,friday,185,FCO -> IAS,Italy -> Romania,False
Austrian,OS558 / OS703,Leonardo da Vinci International Airport,Italy,2026-06-03 21:30:00,1,2026-06-04 15:20:00,Iași Airport,Romania,economy,453,33,3h 05m,FCO,IAS,2026-05-02 01:03:17+03:00,night,afternoon,wednesday,thursday,185,FCO -> IAS,Italy -> Romania,False
Turkish Airlines,TK1040 / TK1047,Bucharest Henri Coandă International Airport,Romania,2026-05-06 15:55:00,1,2026-05-07 09:05:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,258,5,3h 05m,OTP,CLJ,2026-05-02 01:03:24+03:00,afternoon,morning,wednesday,thursday,185,OTP -> CLJ,Romania -> Romania,False
Turkish Airlines,TK1046 / TK1047,Bucharest Henri Coandă International Airport,Romania,2026-05-06 21:30:00,1,2026-05-07 09:05:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,286,5,3h 05m,OTP,CLJ,2026-05-02 01:03:24+03:00,night,morning,wednesday,thursday,185,OTP -> CLJ,Romania -> Romania,False
LOT,LO646 / LO651,Bucharest Henri Coandă International Airport,Romania,2026-05-06 18:30:00,1,2026-05-07 13:20:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,702,5,3h 20m,OTP,CLJ,2026-05-02 01:03:24+03:00,evening,afternoon,wednesday,thursday,200,OTP -> CLJ,Romania -> Romania,False
Air France,AF1089 / AF1732,Bucharest Henri Coandă International Airport,Romania,2026-05-05 06:00:00,1,2026-05-05 22:30:00,Milan Linate Airport,Italy,economy,236,4,4h 50m,OTP,LIN,2026-05-02 01:03:26+03:00,morning,night,tuesday,tuesday,290,OTP -> LIN,Romania -> Italy,False
KLM,KL1374 / KL1681,Bucharest Henri Coandă International Airport,Romania,2026-05-05 14:00:00,1,2026-05-05 21:20:00,Milan Linate Airport,Italy,economy,244,4,4h 35m,OTP,LIN,2026-05-02 01:03:26+03:00,afternoon,night,tuesday,tuesday,275,OTP -> LIN,Romania -> Italy,False
Austrian,OS700 / OS521,Bucharest Henri Coandă International Airport,Romania,2026-05-05 06:35:00,1,2026-05-05 09:35:00,Milan Linate Airport,Italy,economy,274,4,3h 05m,OTP,LIN,2026-05-02 01:03:26+03:00,morning,morning,tuesday,tuesday,185,OTP -> LIN,Romania -> Italy,False
Austrian,OS698 / OS529,Bucharest Henri Coandă International Airport,Romania,2026-05-05 18:55:00,1,2026-05-05 21:55:00,Milan Linate Airport,Italy,economy,274,4,3h 00m,OTP,LIN,2026-05-02 01:03:26+03:00,evening,night,tuesday,tuesday,180,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1423 / LH270,Bucharest Henri Coandă International Airport,Romania,2026-05-05 06:05:00,1,2026-05-05 10:00:00,Milan Linate Airport,Italy,economy,286,4,3h 50m,OTP,LIN,2026-05-02 01:03:26+03:00,morning,morning,tuesday,tuesday,230,OTP -> LIN,Romania -> Italy,False
Air France,AF1089 / AF1412,Bucharest Henri Coandă International Airport,Romania,2026-05-05 06:00:00,1,2026-05-05 11:20:00,Milan Linate Airport,Italy,economy,289,4,4h 50m,OTP,LIN,2026-05-02 01:03:26+03:00,morning,morning,tuesday,tuesday,290,OTP -> LIN,Romania -> Italy,False
Austrian,OS692 / OS523,Bucharest Henri Coandă International Airport,Romania,2026-05-05 09:50:00,1,2026-05-05 14:10:00,Milan Linate Airport,Italy,economy,318,4,3h 05m,OTP,LIN,2026-05-02 01:03:26+03:00,morning,afternoon,tuesday,tuesday,185,OTP -> LIN,Romania -> Italy,False
Air France,AF1889 / AF1312,Bucharest Henri Coandă International Airport,Romania,2026-05-05 13:40:00,1,2026-05-05 19:45:00,Milan Linate Airport,Italy,economy,322,4,4h 35m,OTP,LIN,2026-05-02 01:03:26+03:00,afternoon,evening,tuesday,tuesday,275,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1417 / LH280,Bucharest Henri Coandă International Airport,Romania,2026-05-05 17:15:00,1,2026-05-05 22:05:00,Milan Linate Airport,Italy,economy,329,4,3h 50m,OTP,LIN,2026-05-02 01:03:26+03:00,evening,night,tuesday,tuesday,230,OTP -> LIN,Romania -> Italy,False
TAROM,RO617,Bucharest Henri Coandă International Airport,Romania,2026-06-30 16:45:00,0,2026-06-30 18:10:00,Maramures International Airport,Romania,economy,77,60,1h 25m,OTP,BAY,2026-05-02 01:03:31+03:00,afternoon,evening,tuesday,tuesday,85,OTP -> BAY,Romania -> Romania,True
Turkish Airlines,TK1348 / TK1043,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-07 21:05:00,1,2026-06-08 08:10:00,Bucharest Henri Coandă International Airport,Romania,economy,186,37,2h 55m,CLJ,OTP,2026-05-02 01:03:32+03:00,night,morning,sunday,monday,175,CLJ -> OTP,Romania -> Romania,False
Lufthansa,LH1669 / LH1652,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-07 13:50:00,1,2026-06-07 18:35:00,Bucharest Henri Coandă International Airport,Romania,economy,739,37,3h 50m,CLJ,OTP,2026-05-02 01:03:32+03:00,afternoon,evening,sunday,sunday,230,CLJ -> OTP,Romania -> Romania,False
Turkish Airlines,TK1046 / TK1047,Bucharest Henri Coandă International Airport,Romania,2026-05-16 21:35:00,1,2026-05-17 09:05:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,357,15,3h 05m,OTP,CLJ,2026-05-02 01:03:32+03:00,night,morning,saturday,sunday,185,OTP -> CLJ,Romania -> Romania,False
LOT,LO646 / LO651,Bucharest Henri Coandă International Airport,Romania,2026-05-16 18:30:00,1,2026-05-17 13:20:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,364,15,3h 20m,OTP,CLJ,2026-05-02 01:03:32+03:00,evening,afternoon,saturday,sunday,200,OTP -> CLJ,Romania -> Romania,False
Lufthansa,LH1653 / LH1670,Bucharest Henri Coandă International Airport,Romania,2026-05-16 19:20:00,1,2026-05-17 17:25:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,406,15,3h 50m,OTP,CLJ,2026-05-02 01:03:32+03:00,evening,evening,saturday,sunday,230,OTP -> CLJ,Romania -> Romania,False
Lufthansa,LH1655 / LH2542,Bucharest Henri Coandă International Airport,Romania,2026-05-19 06:15:00,1,2026-05-19 13:40:00,Oradea International Airport,Romania,economy,169,18,3h 35m,OTP,OMR,2026-05-02 01:03:34+03:00,morning,afternoon,tuesday,tuesday,215,OTP -> OMR,Romania -> Romania,False
LOT,LO646 / LO655,Bucharest Henri Coandă International Airport,Romania,2026-05-19 18:30:00,1,2026-05-20 13:45:00,Oradea International Airport,Romania,economy,447,18,3h 15m,OTP,OMR,2026-05-02 01:03:34+03:00,evening,afternoon,tuesday,wednesday,195,OTP -> OMR,Romania -> Romania,False
Turkish Airlines,TK1348 / TK1043,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-04 21:05:00,1,2026-06-05 08:10:00,Bucharest Henri Coandă International Airport,Romania,economy,186,34,2h 55m,CLJ,OTP,2026-05-02 01:03:35+03:00,night,morning,thursday,friday,175,CLJ -> OTP,Romania -> Romania,False
Lufthansa,LH1673 / LH1650,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-04 06:00:00,1,2026-06-04 12:00:00,Bucharest Henri Coandă International Airport,Romania,economy,199,34,3h 45m,CLJ,OTP,2026-05-02 01:03:35+03:00,morning,afternoon,thursday,thursday,225,CLJ -> OTP,Romania -> Romania,False
Turkish Airlines,TK1040 / TK1047,Bucharest Henri Coandă International Airport,Romania,2026-05-08 15:55:00,1,2026-05-09 09:05:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,204,7,3h 05m,OTP,CLJ,2026-05-02 01:03:36+03:00,afternoon,morning,friday,saturday,185,OTP -> CLJ,Romania -> Romania,False
Turkish Airlines,TK1040 / TK1347,Bucharest Henri Coandă International Airport,Romania,2026-05-08 15:55:00,1,2026-05-08 20:15:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,502,7,3h 05m,OTP,CLJ,2026-05-02 01:03:36+03:00,afternoon,evening,friday,friday,185,OTP -> CLJ,Romania -> Romania,False
LOT,LO640 / LO651,Bucharest Henri Coandă International Airport,Romania,2026-05-08 08:20:00,1,2026-05-08 13:20:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,624,7,3h 20m,OTP,CLJ,2026-05-02 01:03:36+03:00,morning,afternoon,friday,friday,200,OTP -> CLJ,Romania -> Romania,False
LOT,LO646 / LO655,Bucharest Henri Coandă International Airport,Romania,2026-05-26 18:30:00,1,2026-05-27 13:45:00,Oradea International Airport,Romania,economy,447,25,3h 15m,OTP,OMR,2026-05-02 01:03:40+03:00,evening,afternoon,tuesday,wednesday,195,OTP -> OMR,Romania -> Romania,False
Turkish Airlines,TK1046 / TK1047,Bucharest Henri Coandă International Airport,Romania,2026-05-15 21:40:00,1,2026-05-16 09:05:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,269,14,3h 05m,OTP,CLJ,2026-05-02 01:03:44+03:00,night,morning,friday,saturday,185,OTP -> CLJ,Romania -> Romania,False
Lufthansa,LH1651 / LH1670,Bucharest Henri Coandă International Airport,Romania,2026-05-15 12:45:00,1,2026-05-15 17:25:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,622,14,3h 50m,OTP,CLJ,2026-05-02 01:03:44+03:00,afternoon,evening,friday,friday,230,OTP -> CLJ,Romania -> Romania,False
Air Serbia,JU113 / JU102,Sofia International Airport,Bulgaria,2026-05-23 16:00:00,1,2026-05-24 15:35:00,Bucharest Henri Coandă International Airport,Romania,economy,144,22,2h 45m,SOF,OTP,2026-05-02 01:03:53+03:00,afternoon,afternoon,saturday,sunday,165,SOF -> OTP,Bulgaria -> Romania,False
Turkish Airlines,TK1032 / TK1043,Sofia International Airport,Bulgaria,2026-05-23 15:50:00,1,2026-05-24 08:10:00,Bucharest Henri Coandă International Airport,Romania,economy,197,22,2h 45m,SOF,OTP,2026-05-02 01:03:53+03:00,afternoon,morning,saturday,sunday,165,SOF -> OTP,Bulgaria -> Romania,False
Turkish Airlines,TK1030 / TK1043,Sofia International Airport,Bulgaria,2026-05-23 21:05:00,1,2026-05-24 08:10:00,Bucharest Henri Coandă International Airport,Romania,economy,213,22,2h 45m,SOF,OTP,2026-05-02 01:03:53+03:00,night,morning,saturday,sunday,165,SOF -> OTP,Bulgaria -> Romania,False
TAROM,RO617,Bucharest Henri Coandă International Airport,Romania,2026-06-11 15:00:00,0,2026-06-11 16:25:00,Maramures International Airport,Romania,economy,77,41,1h 25m,OTP,BAY,2026-05-02 01:03:57+03:00,afternoon,afternoon,thursday,thursday,85,OTP -> BAY,Romania -> Romania,True
LOT,LO646 / LO333,Bucharest Henri Coandă International Airport,Romania,2026-05-02 18:30:00,1,2026-05-02 22:45:00,Paris Charles de Gaulle Airport,France,economy,327,1,4h 20m,OTP,CDG,2026-05-02 01:03:57+03:00,evening,night,saturday,saturday,260,OTP -> CDG,Romania -> France,False
Lufthansa,LH1423 / LH1030,Bucharest Henri Coandă International Airport,Romania,2026-05-02 06:05:00,1,2026-05-02 10:50:00,Paris Charles de Gaulle Airport,France,economy,464,1,3h 50m,OTP,CDG,2026-05-02 01:03:57+03:00,morning,morning,saturday,saturday,230,OTP -> CDG,Romania -> France,False
Air Serbia,JU103 / JU242,Bucharest Henri Coandă International Airport,Romania,2026-05-02 16:05:00,1,2026-05-02 19:45:00,Paris Charles de Gaulle Airport,France,economy,494,1,3h 55m,OTP,CDG,2026-05-02 01:03:57+03:00,afternoon,evening,saturday,saturday,235,OTP -> CDG,Romania -> France,False
Air France,AF1089,Bucharest Henri Coandă International Airport,Romania,2026-05-02 06:00:00,0,2026-05-02 08:20:00,Paris Charles de Gaulle Airport,France,economy,1689,1,3h 20m,OTP,CDG,2026-05-02 01:03:57+03:00,morning,morning,saturday,saturday,200,OTP -> CDG,Romania -> France,True
Austrian,OS698 / OS649,Bucharest Henri Coandă International Airport,Romania,2026-06-02 18:55:00,1,2026-06-02 21:50:00,Václav Havel Airport Prague,Czech Republic,economy,152,32,2h 30m,OTP,PRG,2026-05-02 01:03:58+03:00,evening,night,tuesday,tuesday,150,OTP -> PRG,Romania -> Czech Republic,False
LOT,LO644 / LO523,Bucharest Henri Coandă International Airport,Romania,2026-06-02 05:35:00,1,2026-06-02 09:15:00,Václav Havel Airport Prague,Czech Republic,economy,162,32,3h 00m,OTP,PRG,2026-05-02 01:03:58+03:00,morning,morning,tuesday,tuesday,180,OTP -> PRG,Romania -> Czech Republic,False
LOT,LO642 / LO521,Bucharest Henri Coandă International Airport,Romania,2026-06-02 14:35:00,1,2026-06-02 17:20:00,Václav Havel Airport Prague,Czech Republic,economy,162,32,3h 05m,OTP,PRG,2026-05-02 01:03:58+03:00,afternoon,evening,tuesday,tuesday,185,OTP -> PRG,Romania -> Czech Republic,False
LOT,LO646 / LO529,Bucharest Henri Coandă International Airport,Romania,2026-06-02 18:30:00,1,2026-06-02 21:40:00,Václav Havel Airport Prague,Czech Republic,economy,162,32,3h 05m,OTP,PRG,2026-05-02 01:03:58+03:00,evening,night,tuesday,tuesday,185,OTP -> PRG,Romania -> Czech Republic,False
LOT,LO646 / LO521,Bucharest Henri Coandă International Airport,Romania,2026-05-10 18:30:00,1,2026-05-11 17:20:00,Václav Havel Airport Prague,Czech Republic,economy,255,9,3h 05m,OTP,PRG,2026-05-02 01:04:04+03:00,evening,evening,sunday,monday,185,OTP -> PRG,Romania -> Czech Republic,False
Austrian,OS698 / OS645,Bucharest Henri Coandă International Airport,Romania,2026-05-10 18:55:00,1,2026-05-11 16:10:00,Václav Havel Airport Prague,Czech Republic,economy,273,9,2h 30m,OTP,PRG,2026-05-02 01:04:04+03:00,evening,afternoon,sunday,monday,150,OTP -> PRG,Romania -> Czech Republic,False
LOT,LO646 / LO523,Bucharest Henri Coandă International Airport,Romania,2026-05-10 18:30:00,1,2026-05-11 09:15:00,Václav Havel Airport Prague,Czech Republic,economy,280,9,3h 05m,OTP,PRG,2026-05-02 01:04:04+03:00,evening,morning,sunday,monday,185,OTP -> PRG,Romania -> Czech Republic,False
LOT,LO646 / LO529,Bucharest Henri Coandă International Airport,Romania,2026-05-10 18:30:00,1,2026-05-10 21:40:00,Václav Havel Airport Prague,Czech Republic,economy,383,9,3h 05m,OTP,PRG,2026-05-02 01:04:04+03:00,evening,night,sunday,sunday,185,OTP -> PRG,Romania -> Czech Republic,False
Air Serbia,JU103 / JU174,Bucharest Henri Coandă International Airport,Romania,2026-05-10 16:05:00,1,2026-05-10 19:30:00,Václav Havel Airport Prague,Czech Republic,economy,486,9,3h 05m,OTP,PRG,2026-05-02 01:04:04+03:00,afternoon,evening,sunday,sunday,185,OTP -> PRG,Romania -> Czech Republic,False
Air Serbia,JU103 / JU572,Bucharest Henri Coandă International Airport,Romania,2026-05-20 16:05:00,1,2026-05-21 18:00:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,160,19,4h 50m,OTP,MAD,2026-05-02 01:04:04+03:00,afternoon,evening,wednesday,thursday,290,OTP -> MAD,Romania -> Spain,False
Aegean,A3963 / A3740,Bucharest Henri Coandă International Airport,Romania,2026-05-20 20:35:00,1,2026-05-21 17:30:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,235,19,5h 30m,OTP,MAD,2026-05-02 01:04:04+03:00,evening,evening,wednesday,thursday,330,OTP -> MAD,Romania -> Spain,False
Lufthansa,LH1655 / LH1800,Bucharest Henri Coandă International Airport,Romania,2026-05-20 06:15:00,1,2026-05-20 11:05:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,393,19,4h 55m,OTP,MAD,2026-05-02 01:04:04+03:00,morning,morning,wednesday,wednesday,295,OTP -> MAD,Romania -> Spain,False
Lufthansa,LH1651 / LH1804,Bucharest Henri Coandă International Airport,Romania,2026-05-20 12:45:00,1,2026-05-20 17:40:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,393,19,4h 55m,OTP,MAD,2026-05-02 01:04:04+03:00,afternoon,evening,wednesday,wednesday,295,OTP -> MAD,Romania -> Spain,False
Air France,AF1889 / AF1100,Bucharest Henri Coandă International Airport,Romania,2026-05-20 13:40:00,1,2026-05-20 19:15:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,395,19,5h 25m,OTP,MAD,2026-05-02 01:04:04+03:00,afternoon,evening,wednesday,wednesday,325,OTP -> MAD,Romania -> Spain,False
KLM,KL1374 / KL1507,Bucharest Henri Coandă International Airport,Romania,2026-05-20 14:00:00,1,2026-05-20 19:35:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,420,19,5h 30m,OTP,MAD,2026-05-02 01:04:04+03:00,afternoon,evening,wednesday,wednesday,330,OTP -> MAD,Romania -> Spain,False
TAROM,RO617,Bucharest Henri Coandă International Airport,Romania,2026-05-24 11:50:00,0,2026-05-24 13:15:00,Maramures International Airport,Romania,economy,124,23,1h 25m,OTP,BAY,2026-05-02 01:04:12+03:00,morning,afternoon,sunday,sunday,85,OTP -> BAY,Romania -> Romania,True
Lufthansa,LH1651 / LH1804,Bucharest Henri Coandă International Airport,Romania,2026-05-09 12:45:00,1,2026-05-09 17:40:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,387,8,4h 55m,OTP,MAD,2026-05-02 01:04:20+03:00,afternoon,evening,saturday,saturday,295,OTP -> MAD,Romania -> Spain,False
Air France,AF1089 / AF1300,Bucharest Henri Coandă International Airport,Romania,2026-05-09 06:00:00,1,2026-05-09 11:20:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,470,8,5h 25m,OTP,MAD,2026-05-02 01:04:20+03:00,morning,morning,saturday,saturday,325,OTP -> MAD,Romania -> Spain,False
TAROM,RO702 / RO403,Iași Airport,Romania,2026-06-23 09:15:00,1,2026-06-24 12:00:00,Leonardo da Vinci International Airport,Italy,economy,251,53,3h 20m,IAS,FCO,2026-05-02 01:04:38+03:00,morning,afternoon,tuesday,wednesday,200,IAS -> FCO,Romania -> Italy,False
Austrian,OS518 / OS703,Bologna Guglielmo Marconi Airport,Italy,2026-05-02 19:10:00,1,2026-05-03 15:20:00,Iași Airport,Romania,economy,307,1,2h 45m,BLQ,IAS,2026-05-02 01:04:41+03:00,evening,afternoon,saturday,sunday,165,BLQ -> IAS,Italy -> Romania,False
Lufthansa,LH1855 / LH1654,Milan Linate Airport,Italy,2026-05-13 18:25:00,1,2026-05-14 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,233,12,3h 05m,LIN,OTP,2026-05-02 01:04:50+03:00,evening,night,wednesday,thursday,185,LIN -> OTP,Italy -> Romania,False
Lufthansa,LH281 / LH1418,Milan Linate Airport,Italy,2026-05-13 06:50:00,1,2026-05-13 13:00:00,Bucharest Henri Coandă International Airport,Romania,economy,243,12,3h 40m,LIN,OTP,2026-05-02 01:04:50+03:00,morning,afternoon,wednesday,wednesday,220,LIN -> OTP,Italy -> Romania,False
Air France,AF1733 / AF1888,Milan Linate Airport,Italy,2026-05-13 06:25:00,1,2026-05-13 12:45:00,Bucharest Henri Coandă International Airport,Romania,economy,304,12,4h 35m,LIN,OTP,2026-05-02 01:04:50+03:00,morning,afternoon,wednesday,wednesday,275,LIN -> OTP,Italy -> Romania,False
Air France,AF1889 / AF1732,Bucharest Henri Coandă International Airport,Romania,2026-05-14 13:40:00,1,2026-05-14 22:30:00,Milan Linate Airport,Italy,economy,205,13,4h 40m,OTP,LIN,2026-05-02 01:04:53+03:00,afternoon,night,thursday,thursday,280,OTP -> LIN,Romania -> Italy,False
Austrian,OS694 / OS527,Bucharest Henri Coandă International Airport,Romania,2026-05-14 13:15:00,1,2026-05-14 19:10:00,Milan Linate Airport,Italy,economy,226,13,3h 05m,OTP,LIN,2026-05-02 01:04:53+03:00,afternoon,evening,thursday,thursday,185,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1651 / LH1854,Bucharest Henri Coandă International Airport,Romania,2026-05-14 12:45:00,1,2026-05-14 17:45:00,Milan Linate Airport,Italy,economy,228,13,3h 15m,OTP,LIN,2026-05-02 01:04:53+03:00,afternoon,evening,thursday,thursday,195,OTP -> LIN,Romania -> Italy,False
KLM,KL1374 / KL1681,Bucharest Henri Coandă International Airport,Romania,2026-05-14 14:00:00,1,2026-05-14 21:20:00,Milan Linate Airport,Italy,economy,239,13,4h 35m,OTP,LIN,2026-05-02 01:04:53+03:00,afternoon,night,thursday,thursday,275,OTP -> LIN,Romania -> Italy,False
Air France,AF1889 / AF1312,Bucharest Henri Coandă International Airport,Romania,2026-05-14 13:40:00,1,2026-05-14 19:45:00,Milan Linate Airport,Italy,economy,289,13,4h 35m,OTP,LIN,2026-05-02 01:04:53+03:00,afternoon,evening,thursday,thursday,275,OTP -> LIN,Romania -> Italy,False
Austrian,OS696 / OS527,Bucharest Henri Coandă International Airport,Romania,2026-05-14 15:55:00,1,2026-05-14 19:10:00,Milan Linate Airport,Italy,economy,318,13,3h 05m,OTP,LIN,2026-05-02 01:04:53+03:00,afternoon,evening,thursday,thursday,185,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1417 / LH280,Bucharest Henri Coandă International Airport,Romania,2026-05-14 17:35:00,1,2026-05-14 22:05:00,Milan Linate Airport,Italy,economy,329,13,3h 50m,OTP,LIN,2026-05-02 01:04:53+03:00,evening,night,thursday,thursday,230,OTP -> LIN,Romania -> Italy,False
Lufthansa,LH1419 / LH276,Bucharest Henri Coandă International Airport,Romania,2026-05-14 13:45:00,1,2026-05-14 17:35:00,Milan Linate Airport,Italy,economy,387,13,3h 50m,OTP,LIN,2026-05-02 01:04:53+03:00,afternoon,evening,thursday,thursday,230,OTP -> LIN,Romania -> Italy,False
Austrian,OS704 / OS551,Iași Airport,Romania,2026-05-08 16:00:00,1,2026-05-09 08:05:00,Leonardo da Vinci International Airport,Italy,economy,339,7,3h 05m,IAS,FCO,2026-05-02 01:04:55+03:00,afternoon,morning,friday,saturday,185,IAS -> FCO,Romania -> Italy,False
Turkish Airlines,TK1040 / TK1361,Bucharest Henri Coandă International Airport,Romania,2026-05-04 15:55:00,1,2026-05-04 23:35:00,Leonardo da Vinci International Airport,Italy,economy,212,3,4h 15m,OTP,FCO,2026-05-02 01:04:57+03:00,afternoon,night,monday,monday,255,OTP -> FCO,Romania -> Italy,False
Smartwings,QS1011 / QS1008,Bucharest Henri Coandă International Airport,Romania,2026-05-04 15:45:00,1,2026-05-05 13:15:00,Leonardo da Vinci International Airport,Italy,economy,264,3,3h 55m,OTP,FCO,2026-05-02 01:04:57+03:00,afternoon,afternoon,monday,tuesday,235,OTP -> FCO,Romania -> Italy,False
Austrian,OS696 / OS557,Bucharest Henri Coandă International Airport,Romania,2026-05-04 15:55:00,1,2026-05-04 20:40:00,Leonardo da Vinci International Airport,Italy,economy,362,3,3h 15m,OTP,FCO,2026-05-02 01:04:57+03:00,afternoon,evening,monday,monday,195,OTP -> FCO,Romania -> Italy,False
Air France,AF1889 / AF1404,Bucharest Henri Coandă International Airport,Romania,2026-05-04 13:40:00,1,2026-05-04 19:05:00,Leonardo da Vinci International Airport,Italy,economy,460,3,5h 15m,OTP,FCO,2026-05-02 01:04:57+03:00,afternoon,evening,monday,monday,315,OTP -> FCO,Romania -> Italy,False
Austrian,OS694 / OS555,Bucharest Henri Coandă International Airport,Romania,2026-05-04 13:15:00,1,2026-05-04 16:55:00,Leonardo da Vinci International Airport,Italy,economy,527,3,3h 15m,OTP,FCO,2026-05-02 01:04:57+03:00,afternoon,afternoon,monday,monday,195,OTP -> FCO,Romania -> Italy,False
LOT,LO530 / LO645,Václav Havel Airport Prague,Czech Republic,2026-05-28 07:10:00,1,2026-05-28 17:45:00,Bucharest Henri Coandă International Airport,Romania,economy,159,27,3h 05m,PRG,OTP,2026-05-02 01:05:00+03:00,morning,evening,thursday,thursday,185,PRG -> OTP,Czech Republic -> Romania,False
