airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week,duration_minutes,route,country_pair,is_nonstop
Austrian,OS694 / OS775,Bucharest Henri Coandă International Airport,Romania,2026-05-27 13:15:00,1,2026-05-27 18:10:00,Sofia International Airport,Bulgaria,economy,257,26,3h 10m,OTP,SOF,2026-05-01 22:46:34+03:00,afternoon,evening,wednesday,wednesday,190,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS698 / OS779,Bucharest Henri Coandă International Airport,Romania,2026-05-27 18:55:00,1,2026-05-27 23:55:00,Sofia International Airport,Bulgaria,economy,300,26,3h 10m,OTP,SOF,2026-05-01 22:46:34+03:00,evening,night,wednesday,wednesday,190,OTP -> SOF,Romania -> Bulgaria,False
Aegean,A3963 / A3710,Bucharest Henri Coandă International Airport,Romania,2026-05-18 20:35:00,1,2026-05-19 11:15:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,232,17,4h 45m,OTP,BCN,2026-05-01 22:47:22+03:00,evening,morning,monday,tuesday,285,OTP -> BCN,Romania -> Spain,False
KLM,KL1374 / KL1521,Bucharest Henri Coandă International Airport,Romania,2026-05-18 14:00:00,1,2026-05-18 22:45:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,248,17,5h 05m,OTP,BCN,2026-05-01 22:47:22+03:00,afternoon,night,monday,monday,305,OTP -> BCN,Romania -> Spain,False
Austrian,OS696 / OS405,Bucharest Henri Coandă International Airport,Romania,2026-05-18 15:55:00,1,2026-05-18 19:50:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,254,17,4h 00m,OTP,BCN,2026-05-01 22:47:22+03:00,afternoon,evening,monday,monday,240,OTP -> BCN,Romania -> Spain,False
Turkish Airlines,TK1040 / TK1851,Bucharest Henri Coandă International Airport,Romania,2026-05-18 15:55:00,1,2026-05-18 23:15:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,257,17,5h 20m,OTP,BCN,2026-05-01 22:47:22+03:00,afternoon,night,monday,monday,320,OTP -> BCN,Romania -> Spain,False
LOT,LO644 / LO437,Bucharest Henri Coandă International Airport,Romania,2026-05-18 05:35:00,1,2026-05-18 11:40:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,269,17,4h 55m,OTP,BCN,2026-05-01 22:47:22+03:00,morning,morning,monday,monday,295,OTP -> BCN,Romania -> Spain,False
KLM,KL1374 / KL1519,Bucharest Henri Coandă International Airport,Romania,2026-05-18 14:00:00,1,2026-05-18 18:50:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,290,17,5h 00m,OTP,BCN,2026-05-01 22:47:22+03:00,afternoon,evening,monday,monday,300,OTP -> BCN,Romania -> Spain,False
SWISS,LX1887 / LX2022,Bucharest Henri Coandă International Airport,Romania,2026-06-14 06:20:00,1,2026-06-14 11:45:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,214,44,5h 00m,OTP,MAD,2026-05-01 22:47:45+03:00,morning,morning,sunday,sunday,300,OTP -> MAD,Romania -> Spain,False
LOT,LO640 / LO433,Bucharest Henri Coandă International Airport,Romania,2026-06-14 08:20:00,1,2026-06-14 14:35:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,296,44,5h 45m,OTP,MAD,2026-05-01 22:47:45+03:00,morning,afternoon,sunday,sunday,345,OTP -> MAD,Romania -> Spain,False
KLM,KL1374 / KL1507,Bucharest Henri Coandă International Airport,Romania,2026-06-14 14:00:00,1,2026-06-14 19:35:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,352,44,5h 30m,OTP,MAD,2026-05-01 22:47:45+03:00,afternoon,evening,sunday,sunday,330,OTP -> MAD,Romania -> Spain,False
Air France,AF1889 / AF1100,Bucharest Henri Coandă International Airport,Romania,2026-06-14 13:40:00,1,2026-06-14 19:15:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,401,44,5h 25m,OTP,MAD,2026-05-01 22:47:45+03:00,afternoon,evening,sunday,sunday,325,OTP -> MAD,Romania -> Spain,False
TAROM,RO415,Bucharest Henri Coandă International Airport,Romania,2026-06-14 08:20:00,0,2026-06-14 11:25:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,531,44,4h 05m,OTP,MAD,2026-05-01 22:47:45+03:00,morning,morning,sunday,sunday,245,OTP -> MAD,Romania -> Spain,True
Air Serbia,JU113 / JU102,Sofia International Airport,Bulgaria,2026-06-08 16:00:00,1,2026-06-09 15:20:00,Bucharest Henri Coandă International Airport,Romania,economy,121,38,2h 30m,SOF,OTP,2026-05-01 22:48:26+03:00,afternoon,afternoon,monday,tuesday,150,SOF -> OTP,Bulgaria -> Romania,False
Turkish Airlines,TK1030 / TK1043,Sofia International Airport,Bulgaria,2026-06-08 21:05:00,1,2026-06-09 08:05:00,Bucharest Henri Coandă International Airport,Romania,economy,213,38,2h 45m,SOF,OTP,2026-05-01 22:48:26+03:00,night,morning,monday,tuesday,165,SOF -> OTP,Bulgaria -> Romania,False
LOT,LO636 / LO641,Sofia International Airport,Bulgaria,2026-06-08 05:30:00,1,2026-06-08 13:50:00,Bucharest Henri Coandă International Airport,Romania,economy,236,38,3h 50m,SOF,OTP,2026-05-01 22:48:26+03:00,morning,afternoon,monday,monday,230,SOF -> OTP,Bulgaria -> Romania,False
LOT,LO436 / LO643,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-06-11 18:00:00,1,2026-06-12 01:50:00,Bucharest Henri Coandă International Airport,Romania,economy,159,41,4h 50m,BCN,OTP,2026-05-01 22:48:45+03:00,evening,night,thursday,friday,290,BCN -> OTP,Spain -> Romania,False
KLM,KL1510 / KL1373,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-06-11 06:20:00,1,2026-06-11 13:00:00,Bucharest Henri Coandă International Airport,Romania,economy,210,41,4h 50m,BCN,OTP,2026-05-01 22:48:45+03:00,morning,afternoon,thursday,thursday,290,BCN -> OTP,Spain -> Romania,False
Lufthansa,LH1817 / LH1654,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-06-11 18:40:00,1,2026-06-12 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,247,41,4h 05m,BCN,OTP,2026-05-01 22:48:45+03:00,evening,night,thursday,friday,245,BCN -> OTP,Spain -> Romania,False
Lufthansa,LH1133 / LH1422,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-06-11 17:10:00,1,2026-06-11 23:50:00,Bucharest Henri Coandă International Airport,Romania,economy,292,41,4h 30m,BCN,OTP,2026-05-01 22:48:45+03:00,evening,night,thursday,thursday,270,BCN -> OTP,Spain -> Romania,False
Austrian,OS806 / OS693,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-20 06:30:00,1,2026-05-20 12:25:00,Bucharest Henri Coandă International Airport,Romania,economy,216,19,3h 45m,ATH,OTP,2026-05-01 22:53:18+03:00,morning,afternoon,wednesday,wednesday,225,ATH -> OTP,Greece -> Romania,False
Lufthansa,LH1757 / LH1650,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-20 06:00:00,1,2026-05-20 12:00:00,Bucharest Henri Coandă International Airport,Romania,economy,269,19,4h 40m,ATH,OTP,2026-05-01 22:53:18+03:00,morning,afternoon,wednesday,wednesday,280,ATH -> OTP,Greece -> Romania,False
Turkish Airlines,TK1844 / TK1039,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-20 10:25:00,1,2026-05-20 14:35:00,Bucharest Henri Coandă International Airport,Romania,economy,324,19,2h 50m,ATH,OTP,2026-05-01 22:53:18+03:00,morning,afternoon,wednesday,wednesday,170,ATH -> OTP,Greece -> Romania,False
Aegean,A3963 / A3600,Bucharest Henri Coandă International Airport,Romania,2026-05-13 20:35:00,1,2026-05-14 11:15:00,Heathrow Airport,United Kingdom,economy,148,12,5h 35m,OTP,LHR,2026-05-01 22:54:52+03:00,evening,morning,wednesday,thursday,335,OTP -> LHR,Romania -> United Kingdom,False
Lufthansa,LH1655 / LH2472,Bucharest Henri Coandă International Airport,Romania,2026-05-13 06:15:00,1,2026-05-13 09:55:00,Heathrow Airport,United Kingdom,economy,214,12,4h 15m,OTP,LHR,2026-05-01 22:54:52+03:00,morning,morning,wednesday,wednesday,255,OTP -> LHR,Romania -> United Kingdom,False
LOT,LO644 / LO281,Bucharest Henri Coandă International Airport,Romania,2026-05-13 05:35:00,1,2026-05-13 09:20:00,Heathrow Airport,United Kingdom,economy,238,12,4h 40m,OTP,LHR,2026-05-01 22:54:52+03:00,morning,morning,wednesday,wednesday,280,OTP -> LHR,Romania -> United Kingdom,False
LOT,LO646 / LO285,Bucharest Henri Coandă International Airport,Romania,2026-05-13 18:30:00,1,2026-05-13 22:00:00,Heathrow Airport,United Kingdom,economy,238,12,4h 30m,OTP,LHR,2026-05-01 22:54:52+03:00,evening,night,wednesday,wednesday,270,OTP -> LHR,Romania -> United Kingdom,False
Turkish Airlines,TK1044 / TK1985,Bucharest Henri Coandă International Airport,Romania,2026-05-13 09:30:00,1,2026-05-13 15:10:00,Heathrow Airport,United Kingdom,economy,266,12,5h 30m,OTP,LHR,2026-05-01 22:54:52+03:00,morning,afternoon,wednesday,wednesday,330,OTP -> LHR,Romania -> United Kingdom,False
Austrian,OS696 / OS337,Bucharest Henri Coandă International Airport,Romania,2026-05-13 15:55:00,1,2026-05-13 18:40:00,Heathrow Airport,United Kingdom,economy,595,12,4h 05m,OTP,LHR,2026-05-01 22:54:52+03:00,afternoon,evening,wednesday,wednesday,245,OTP -> LHR,Romania -> United Kingdom,False
Austrian,OS698 / OS339,Bucharest Henri Coandă International Airport,Romania,2026-05-13 18:55:00,1,2026-05-13 21:40:00,Heathrow Airport,United Kingdom,economy,595,12,4h 00m,OTP,LHR,2026-05-01 22:54:52+03:00,evening,night,wednesday,wednesday,240,OTP -> LHR,Romania -> United Kingdom,False
SWISS,LX1889 / LX338,Bucharest Henri Coandă International Airport,Romania,2026-05-13 16:10:00,1,2026-05-13 19:20:00,Heathrow Airport,United Kingdom,economy,723,12,4h 20m,OTP,LHR,2026-05-01 22:54:52+03:00,afternoon,evening,wednesday,wednesday,260,OTP -> LHR,Romania -> United Kingdom,False
Smartwings,QS1011 / QS1058,Bucharest Henri Coandă International Airport,Romania,2026-05-05 15:45:00,1,2026-05-06 14:10:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,216,4,4h 35m,OTP,BCN,2026-05-01 22:55:47+03:00,afternoon,afternoon,tuesday,wednesday,275,OTP -> BCN,Romania -> Spain,False
Air Serbia,JU103 / JU584,Bucharest Henri Coandă International Airport,Romania,2026-05-05 16:05:00,1,2026-05-06 19:50:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,227,4,3h 55m,OTP,BCN,2026-05-01 22:55:47+03:00,afternoon,evening,tuesday,wednesday,235,OTP -> BCN,Romania -> Spain,False
Air France,AF1089 / AF1048,Bucharest Henri Coandă International Airport,Romania,2026-05-05 06:00:00,1,2026-05-05 15:35:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,276,4,5h 15m,OTP,BCN,2026-05-01 22:55:47+03:00,morning,afternoon,tuesday,tuesday,315,OTP -> BCN,Romania -> Spain,False
Lufthansa,LH1651 / LH1816,Bucharest Henri Coandă International Airport,Romania,2026-05-05 12:45:00,1,2026-05-05 17:55:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,300,4,4h 25m,OTP,BCN,2026-05-01 22:55:47+03:00,afternoon,evening,tuesday,tuesday,265,OTP -> BCN,Romania -> Spain,False
Lufthansa,LH1423 / LH1126,Bucharest Henri Coandă International Airport,Romania,2026-05-05 06:05:00,1,2026-05-05 11:55:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,304,4,4h 40m,OTP,BCN,2026-05-01 22:55:47+03:00,morning,morning,tuesday,tuesday,280,OTP -> BCN,Romania -> Spain,False
Lufthansa,LH1419 / LH1136,Bucharest Henri Coandă International Airport,Romania,2026-05-05 13:50:00,1,2026-05-05 19:45:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,304,4,4h 40m,OTP,BCN,2026-05-01 22:55:47+03:00,afternoon,evening,tuesday,tuesday,280,OTP -> BCN,Romania -> Spain,False
Lufthansa,LH1417 / LH1138,Bucharest Henri Coandă International Airport,Romania,2026-05-05 17:15:00,1,2026-05-05 23:05:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,304,4,4h 40m,OTP,BCN,2026-05-01 22:55:47+03:00,evening,night,tuesday,tuesday,280,OTP -> BCN,Romania -> Spain,False
SWISS,LX1887 / LX1954,Bucharest Henri Coandă International Airport,Romania,2026-05-05 06:20:00,1,2026-05-05 14:05:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,306,4,4h 20m,OTP,BCN,2026-05-01 22:55:47+03:00,morning,afternoon,tuesday,tuesday,260,OTP -> BCN,Romania -> Spain,False
SWISS,LX1889 / LX1950,Bucharest Henri Coandă International Airport,Romania,2026-05-05 16:10:00,1,2026-05-05 23:35:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,306,4,4h 15m,OTP,BCN,2026-05-01 22:55:47+03:00,afternoon,night,tuesday,tuesday,255,OTP -> BCN,Romania -> Spain,False
Austrian,OS696 / OS405,Bucharest Henri Coandă International Airport,Romania,2026-05-05 15:55:00,1,2026-05-05 19:50:00,Josep Tarradellas Barcelona-El Prat Airport,Spain,economy,306,4,4h 00m,OTP,BCN,2026-05-01 22:55:47+03:00,afternoon,evening,tuesday,tuesday,240,OTP -> BCN,Romania -> Spain,False
LOT,LO644 / LO523,Bucharest Henri Coandă International Airport,Romania,2026-05-03 05:35:00,1,2026-05-03 09:15:00,Václav Havel Airport Prague,Czech Republic,economy,285,2,3h 00m,OTP,PRG,2026-05-01 22:55:59+03:00,morning,morning,sunday,sunday,180,OTP -> PRG,Romania -> Czech Republic,False
Austrian,OS696 / OS649,Bucharest Henri Coandă International Airport,Romania,2026-05-03 15:55:00,1,2026-05-03 21:50:00,Václav Havel Airport Prague,Czech Republic,economy,298,2,2h 30m,OTP,PRG,2026-05-01 22:55:59+03:00,afternoon,night,sunday,sunday,150,OTP -> PRG,Romania -> Czech Republic,False
Air Serbia,JU103 / JU174,Bucharest Henri Coandă International Airport,Romania,2026-05-03 16:05:00,1,2026-05-03 19:30:00,Václav Havel Airport Prague,Czech Republic,economy,308,2,2h 50m,OTP,PRG,2026-05-01 22:55:59+03:00,afternoon,evening,sunday,sunday,170,OTP -> PRG,Romania -> Czech Republic,False
Austrian,OS698 / OS649,Bucharest Henri Coandă International Airport,Romania,2026-05-03 18:55:00,1,2026-05-03 21:50:00,Václav Havel Airport Prague,Czech Republic,economy,354,2,2h 30m,OTP,PRG,2026-05-01 22:55:59+03:00,evening,night,sunday,sunday,150,OTP -> PRG,Romania -> Czech Republic,False
KLM,KL1376 / KL1361,Bucharest Henri Coandă International Airport,Romania,2026-05-03 18:10:00,1,2026-05-03 22:35:00,Václav Havel Airport Prague,Czech Republic,economy,375,2,4h 15m,OTP,PRG,2026-05-01 22:55:59+03:00,evening,night,sunday,sunday,255,OTP -> PRG,Romania -> Czech Republic,False
Lufthansa,LH1655 / LH1754,Bucharest Henri Coandă International Airport,Romania,2026-05-30 06:15:00,1,2026-05-30 18:45:00,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,166,29,4h 45m,OTP,ATH,2026-05-01 22:56:49+03:00,morning,evening,saturday,saturday,285,OTP -> ATH,Romania -> Greece,False
Air Serbia,JU107 / JU532,Bucharest Henri Coandă International Airport,Romania,2026-05-30 04:30:00,1,2026-05-30 15:45:00,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,193,29,3h 05m,OTP,ATH,2026-05-01 22:56:49+03:00,night,afternoon,saturday,saturday,185,OTP -> ATH,Romania -> Greece,False
Turkish Airlines,TK1040 / TK1845,Bucharest Henri Coandă International Airport,Romania,2026-05-30 15:55:00,1,2026-05-30 20:30:00,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,294,29,3h 05m,OTP,ATH,2026-05-01 22:56:49+03:00,afternoon,evening,saturday,saturday,185,OTP -> ATH,Romania -> Greece,False
Turkish Airlines,TK1040 / TK1347,Bucharest Henri Coandă International Airport,Romania,2026-06-27 15:55:00,1,2026-06-27 20:15:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,204,57,3h 05m,OTP,CLJ,2026-05-02 00:51:51+03:00,afternoon,evening,saturday,saturday,185,OTP -> CLJ,Romania -> Romania,False
Turkish Airlines,TK1046 / TK1047,Bucharest Henri Coandă International Airport,Romania,2026-06-27 21:35:00,1,2026-06-28 09:05:00,"Cluj ""Avram Iancu"" International Airport",Romania,economy,204,57,3h 05m,OTP,CLJ,2026-05-02 00:51:51+03:00,night,morning,saturday,sunday,185,OTP -> CLJ,Romania -> Romania,False
Turkish Airlines,TK1348 / TK1039,"Cluj ""Avram Iancu"" International Airport",Romania,2026-05-07 21:05:00,1,2026-05-08 14:35:00,Bucharest Henri Coandă International Airport,Romania,economy,186,6,2h 55m,CLJ,OTP,2026-05-02 00:51:53+03:00,night,afternoon,thursday,friday,175,CLJ -> OTP,Romania -> Romania,False
Air France,AF1219 / AF1088,Frankfurt Airport,Germany,2026-06-16 15:10:00,1,2026-06-16 23:25:00,Bucharest Henri Coandă International Airport,Romania,economy,155,46,4h 15m,FRA,OTP,2026-05-02 00:52:08+03:00,afternoon,night,tuesday,tuesday,255,FRA -> OTP,Germany -> Romania,False
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-06-16 10:35:00,1,2026-06-16 17:45:00,Bucharest Henri Coandă International Airport,Romania,economy,171,46,3h 45m,FRA,OTP,2026-05-02 00:52:08+03:00,morning,evening,tuesday,tuesday,225,FRA -> OTP,Germany -> Romania,False
LOT,LO378 / LO639,Frankfurt Airport,Germany,2026-06-16 16:55:00,1,2026-06-16 23:15:00,Bucharest Henri Coandă International Airport,Romania,economy,171,46,3h 40m,FRA,OTP,2026-05-02 00:52:08+03:00,afternoon,night,tuesday,tuesday,220,FRA -> OTP,Germany -> Romania,False
Austrian,OS210 / OS697,Frankfurt Airport,Germany,2026-06-16 13:30:00,1,2026-06-16 18:05:00,Bucharest Henri Coandă International Airport,Romania,economy,270,46,3h 00m,FRA,OTP,2026-05-02 00:52:08+03:00,afternoon,evening,tuesday,tuesday,180,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH1416,Frankfurt Airport,Germany,2026-06-16 13:00:00,0,2026-06-16 16:20:00,Bucharest Henri Coandă International Airport,Romania,economy,310,46,2h 20m,FRA,OTP,2026-05-02 00:52:08+03:00,afternoon,afternoon,tuesday,tuesday,140,FRA -> OTP,Germany -> Romania,True
Lufthansa,LH1418,Frankfurt Airport,Germany,2026-06-16 09:45:00,0,2026-06-16 13:05:00,Bucharest Henri Coandă International Airport,Romania,economy,457,46,2h 20m,FRA,OTP,2026-05-02 00:52:08+03:00,morning,afternoon,tuesday,tuesday,140,FRA -> OTP,Germany -> Romania,True
Air Serbia,JU175 / JU106,Václav Havel Airport Prague,Czech Republic,2026-06-12 20:35:00,1,2026-06-13 03:05:00,Bucharest Henri Coandă International Airport,Romania,economy,118,42,3h 25m,PRG,OTP,2026-05-02 00:52:24+03:00,evening,night,friday,saturday,205,PRG -> OTP,Czech Republic -> Romania,False
KLM,KL1350 / KL1373,Václav Havel Airport Prague,Czech Republic,2026-06-12 06:00:00,1,2026-06-12 13:00:00,Bucharest Henri Coandă International Airport,Romania,economy,130,42,4h 05m,PRG,OTP,2026-05-02 00:52:24+03:00,morning,afternoon,friday,friday,245,PRG -> OTP,Czech Republic -> Romania,False
LOT,LO530 / LO641,Václav Havel Airport Prague,Czech Republic,2026-06-12 07:10:00,1,2026-06-12 13:50:00,Bucharest Henri Coandă International Airport,Romania,economy,159,42,3h 00m,PRG,OTP,2026-05-02 00:52:24+03:00,morning,afternoon,friday,friday,180,PRG -> OTP,Czech Republic -> Romania,False
LOT,LO522 / LO639,Václav Havel Airport Prague,Czech Republic,2026-06-12 18:05:00,1,2026-06-12 23:15:00,Bucharest Henri Coandă International Airport,Romania,economy,188,42,3h 05m,PRG,OTP,2026-05-02 00:52:24+03:00,evening,night,friday,friday,185,PRG -> OTP,Czech Republic -> Romania,False
Air France,AF1319 / AF1888,Frankfurt Airport,Germany,2026-06-15 18:30:00,1,2026-06-16 12:45:00,Bucharest Henri Coandă International Airport,Romania,economy,157,45,4h 20m,FRA,OTP,2026-05-02 00:52:50+03:00,evening,afternoon,monday,tuesday,260,FRA -> OTP,Germany -> Romania,False
Aegean,A3831 / A3962,Frankfurt Airport,Germany,2026-06-15 11:10:00,1,2026-06-15 19:45:00,Bucharest Henri Coandă International Airport,Romania,economy,215,45,4h 20m,FRA,OTP,2026-05-02 00:52:50+03:00,morning,evening,monday,monday,260,FRA -> OTP,Germany -> Romania,False
SWISS,LX1069 / LX1888,Frankfurt Airport,Germany,2026-06-15 08:50:00,1,2026-06-15 15:20:00,Bucharest Henri Coandă International Airport,Romania,economy,263,45,3h 15m,FRA,OTP,2026-05-02 00:52:50+03:00,morning,afternoon,monday,monday,195,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH1418,Frankfurt Airport,Germany,2026-06-15 09:45:00,0,2026-06-15 13:05:00,Bucharest Henri Coandă International Airport,Romania,economy,328,45,2h 20m,FRA,OTP,2026-05-02 00:52:50+03:00,morning,afternoon,monday,monday,140,FRA -> OTP,Germany -> Romania,True
Austrian,OS210 / OS697,Frankfurt Airport,Germany,2026-06-15 13:30:00,1,2026-06-15 18:05:00,Bucharest Henri Coandă International Airport,Romania,economy,391,45,3h 00m,FRA,OTP,2026-05-02 00:52:50+03:00,afternoon,evening,monday,monday,180,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH1416,Frankfurt Airport,Germany,2026-06-15 13:10:00,0,2026-06-15 16:30:00,Bucharest Henri Coandă International Airport,Romania,economy,396,45,2h 20m,FRA,OTP,2026-05-02 00:52:50+03:00,afternoon,afternoon,monday,monday,140,FRA -> OTP,Germany -> Romania,True
Lufthansa,LH1673 / LH1650,"Cluj ""Avram Iancu"" International Airport",Romania,2026-06-03 06:00:00,1,2026-06-03 12:00:00,Bucharest Henri Coandă International Airport,Romania,economy,150,33,3h 45m,CLJ,OTP,2026-05-02 00:52:51+03:00,morning,afternoon,wednesday,wednesday,225,CLJ -> OTP,Romania -> Romania,False
